label,policy,burst,startup_sec,max_pool,min_pool,initial_pool,requests,workload,seed,n_finished,mean_ttft_s,p99_ttft_s,mean_tpot_s,p99_tpot_s,mean_e2e_s,slo_attainment,cold_start_violations,active_vm_hours,idle_vm_hours,cost_usd,total_energy_kwh,wall_ms
STATIC-med-s15-seed50,STATIC,med,15.0,8,2,4,2000,medium,50,2000,3.0950,10.5593,0.019389,0.024165,17.3727,0.6585,0,0.1997,0.1997,0.3694,0.118980,319
STATIC-med-s15-seed53,STATIC,med,15.0,8,2,4,2000,medium,53,2000,2.1322,9.0351,0.018474,0.023619,15.2011,0.7680,0,0.2099,0.2099,0.3883,0.108908,303
STATIC-med-s15-seed54,STATIC,med,15.0,8,2,4,2000,medium,54,2000,2.0469,9.2892,0.018243,0.023219,14.9183,0.8120,0,0.1993,0.1993,0.3687,0.107262,236
STATIC-med-s15-seed56,STATIC,med,15.0,8,2,4,2000,medium,56,2000,2.5591,10.8184,0.018735,0.024211,15.9133,0.7420,0,0.2070,0.2070,0.3829,0.111285,223
STATIC-med-s15-seed55,STATIC,med,15.0,8,2,4,2000,medium,55,2000,2.9424,10.7829,0.019302,0.024166,16.9174,0.6895,0,0.1984,0.1984,0.3670,0.116458,248
STATIC-med-s15-seed57,STATIC,med,15.0,8,2,4,2000,medium,57,2000,3.0851,11.2652,0.019299,0.024413,16.9813,0.6705,0,0.1986,0.1986,0.3673,0.115801,237
STATIC-med-s15-seed58,STATIC,med,15.0,8,2,4,2000,medium,58,2000,1.9771,8.3651,0.018508,0.023343,15.3372,0.7950,0,0.1985,0.1985,0.3672,0.111335,254
STATIC-med-s15-seed60,STATIC,med,15.0,8,2,4,2000,medium,60,2000,2.6824,10.6868,0.018840,0.024396,16.5165,0.7050,0,0.2082,0.2082,0.3851,0.115285,216
STATIC-med-s15-seed59,STATIC,med,15.0,8,2,4,2000,medium,59,2000,2.0092,9.2198,0.018243,0.023615,14.8561,0.8050,0,0.2078,0.2078,0.3845,0.107057,259
STATIC-med-s15-seed61,STATIC,med,15.0,8,2,4,2000,medium,61,2000,2.5411,10.5351,0.018945,0.024040,16.3248,0.7515,0,0.2000,0.2000,0.3699,0.114864,249
STATIC-high-s15-seed45,STATIC,high,15.0,8,2,4,2000,medium,45,2000,12.1082,32.4355,0.023755,0.031017,30.6598,0.3545,0,0.1965,0.1965,0.3636,0.154597,252
STATIC-high-s15-seed43,STATIC,high,15.0,8,2,4,2000,medium,43,2000,16.7121,41.8938,0.025619,0.034025,36.3130,0.2815,0,0.1960,0.1960,0.3626,0.163341,270
STATIC-high-s15-seed44,STATIC,high,15.0,8,2,4,2000,medium,44,2000,14.3016,38.1163,0.024748,0.032185,33.5608,0.3370,0,0.1958,0.1958,0.3623,0.160493,261
STATIC-high-s15-seed42,STATIC,high,15.0,8,2,4,2000,medium,42,2000,14.7137,38.5441,0.024942,0.032568,33.9153,0.3330,0,0.1878,0.1878,0.3474,0.160013,273
STATIC-high-s15-seed47,STATIC,high,15.0,8,2,4,2000,medium,47,2000,22.0206,44.9438,0.026991,0.034196,43.9669,0.1505,0,0.2191,0.2191,0.4052,0.182886,232
STATIC-high-s15-seed46,STATIC,high,15.0,8,2,4,2000,medium,46,2000,14.2404,35.7999,0.024669,0.031986,33.5099,0.3200,0,0.1960,0.1960,0.3626,0.160579,234
STATIC-high-s15-seed48,STATIC,high,15.0,8,2,4,2000,medium,48,2000,19.7013,41.5001,0.026329,0.033167,41.1724,0.1880,0,0.2088,0.2088,0.3862,0.178926,248
STATIC-high-s15-seed49,STATIC,high,15.0,8,2,4,2000,medium,49,2000,19.6292,41.2631,0.026341,0.033303,41.0769,0.1835,0,0.2074,0.2074,0.3837,0.178731,241
STATIC-high-s15-seed50,STATIC,high,15.0,8,2,4,2000,medium,50,2000,21.2267,46.9902,0.026768,0.034235,43.4973,0.1590,0,0.2192,0.2192,0.4055,0.185589,275
STATIC-high-s15-seed53,STATIC,high,15.0,8,2,4,2000,medium,53,2000,13.4574,35.6537,0.024467,0.032245,32.3594,0.3435,0,0.1956,0.1956,0.3618,0.157517,266
STATIC-high-s15-seed51,STATIC,high,15.0,8,2,4,2000,medium,51,2000,12.9100,33.4323,0.024169,0.030874,31.6058,0.3470,0,0.1953,0.1953,0.3612,0.155798,281
STATIC-high-s15-seed52,STATIC,high,15.0,8,2,4,2000,medium,52,2000,14.4589,36.8815,0.024844,0.032066,33.8685,0.2990,0,0.1962,0.1962,0.3630,0.161747,286
STATIC-high-s15-seed54,STATIC,high,15.0,8,2,4,2000,medium,54,2000,14.3699,38.6512,0.024589,0.032403,33.1423,0.3290,0,0.1877,0.1877,0.3472,0.156437,241
STATIC-high-s15-seed56,STATIC,high,15.0,8,2,4,2000,medium,56,2000,13.8448,36.8324,0.024674,0.032276,33.0241,0.3240,0,0.1946,0.1946,0.3600,0.159827,264
STATIC-high-s15-seed55,STATIC,high,15.0,8,2,4,2000,medium,55,2000,23.4044,49.4053,0.027369,0.035196,45.9481,0.1490,0,0.2221,0.2221,0.4108,0.187864,275
STATIC-high-s15-seed57,STATIC,high,15.0,8,2,4,2000,medium,57,2000,21.7321,44.7138,0.027048,0.034194,44.0058,0.1500,0,0.2186,0.2186,0.4044,0.185615,279
STATIC-high-s15-seed58,STATIC,high,15.0,8,2,4,2000,medium,58,2000,16.0330,38.7312,0.025549,0.032414,36.0916,0.2675,0,0.1978,0.1978,0.3659,0.167155,255
STATIC-high-s15-seed59,STATIC,high,15.0,8,2,4,2000,medium,59,2000,12.3800,33.7765,0.023516,0.031278,30.6448,0.3785,0,0.1973,0.1973,0.3651,0.152207,274
STATIC-high-s15-seed60,STATIC,high,15.0,8,2,4,2000,medium,60,2000,15.1808,35.1872,0.024977,0.031844,35.7259,0.3020,0,0.2069,0.2069,0.3828,0.171209,276
STATIC-high-s15-seed61,STATIC,high,15.0,8,2,4,2000,medium,61,2000,19.9804,42.9791,0.026540,0.033570,41.9347,0.2015,0,0.2175,0.2175,0.4023,0.182953,280
REACTIVE-med-s15-seed42,REACTIVE,med,15.0,8,2,4,2000,medium,42,2000,1.0541,8.8659,0.015570,0.023366,10.7723,0.8825,277,0.3753,0.0233,0.6943,0.080985,206
REACTIVE-med-s15-seed43,REACTIVE,med,15.0,8,2,4,2000,medium,43,2000,1.4198,10.8338,0.015689,0.023549,11.1119,0.8545,290,0.3728,0.0253,0.6898,0.080768,213
REACTIVE-med-s15-seed44,REACTIVE,med,15.0,8,2,4,2000,medium,44,2000,0.8915,7.9749,0.015327,0.022680,10.4054,0.9095,279,0.3909,0.0260,0.7231,0.079283,253
REACTIVE-med-s15-seed45,REACTIVE,med,15.0,8,2,4,2000,medium,45,2000,0.5619,6.0260,0.014983,0.021847,9.6731,0.9675,266,0.3896,0.0258,0.7207,0.075927,246
REACTIVE-med-s15-seed46,REACTIVE,med,15.0,8,2,4,2000,medium,46,2000,0.9602,8.5542,0.015395,0.022821,10.5372,0.8965,291,0.3766,0.0233,0.6966,0.079809,206
REACTIVE-med-s15-seed47,REACTIVE,med,15.0,8,2,4,2000,medium,47,2000,1.1118,9.4439,0.015597,0.023233,10.8526,0.8835,295,0.3482,0.0250,0.6441,0.081173,206
REACTIVE-med-s15-seed48,REACTIVE,med,15.0,8,2,4,2000,medium,48,2000,1.1883,10.1819,0.015634,0.023345,10.9408,0.8800,302,0.3686,0.0260,0.6820,0.081270,225
REACTIVE-med-s15-seed49,REACTIVE,med,15.0,8,2,4,2000,medium,49,2000,1.3797,9.7286,0.015956,0.023745,11.5063,0.8575,295,0.3479,0.0249,0.6436,0.084389,225
REACTIVE-med-s15-seed53,REACTIVE,med,15.0,8,2,4,2000,medium,53,2000,0.9223,8.1936,0.015414,0.022977,10.4371,0.8980,266,0.3929,0.0263,0.7269,0.079290,212
REACTIVE-med-s15-seed51,REACTIVE,med,15.0,8,2,4,2000,medium,51,2000,0.9157,8.4210,0.015356,0.022417,10.3955,0.9170,285,0.3869,0.0254,0.7158,0.078998,226
REACTIVE-med-s15-seed52,REACTIVE,med,15.0,8,2,4,2000,medium,52,2000,1.1531,9.9407,0.015623,0.023576,11.0010,0.8855,300,0.3710,0.0251,0.6863,0.082066,227
REACTIVE-med-s15-seed50,REACTIVE,med,15.0,8,2,4,2000,medium,50,2000,1.2676,9.7958,0.015858,0.023040,11.3772,0.8600,290,0.3692,0.0261,0.6829,0.084247,247
REACTIVE-med-s15-seed56,REACTIVE,med,15.0,8,2,4,2000,medium,56,2000,1.0327,10.4321,0.015579,0.023436,10.7706,0.9020,292,0.3877,0.0255,0.7173,0.081149,203
REACTIVE-med-s15-seed54,REACTIVE,med,15.0,8,2,4,2000,medium,54,2000,0.7708,7.0233,0.015320,0.022209,10.2580,0.9350,269,0.3721,0.0252,0.6884,0.079060,237
REACTIVE-med-s15-seed57,REACTIVE,med,15.0,8,2,4,2000,medium,57,2000,1.4782,11.2290,0.015960,0.024190,11.5587,0.8540,283,0.3698,0.0262,0.6841,0.084004,229
REACTIVE-med-s15-seed55,REACTIVE,med,15.0,8,2,4,2000,medium,55,2000,1.4353,10.7430,0.015944,0.023817,11.5035,0.8505,286,0.3691,0.0261,0.6828,0.083902,265
REACTIVE-med-s15-seed58,REACTIVE,med,15.0,8,2,4,2000,medium,58,2000,0.9798,8.0326,0.015414,0.022931,10.6171,0.8930,278,0.3702,0.0250,0.6849,0.080311,217
REACTIVE-med-s15-seed61,REACTIVE,med,15.0,8,2,4,2000,medium,61,2000,1.3140,10.4521,0.015718,0.023780,11.2475,0.8765,323,0.3731,0.0254,0.6903,0.082779,210
REACTIVE-med-s15-seed59,REACTIVE,med,15.0,8,2,4,2000,medium,59,2000,0.8607,8.1503,0.015300,0.022839,10.2735,0.9165,271,0.3886,0.0257,0.7189,0.078440,216
REACTIVE-med-s15-seed60,REACTIVE,med,15.0,8,2,4,2000,medium,60,2000,0.7379,6.4836,0.015367,0.022397,10.2910,0.9255,267,0.3654,0.0255,0.6760,0.079609,231
REACTIVE-high-s15-seed43,REACTIVE,high,15.0,8,2,4,2000,medium,43,2000,9.7429,39.8566,0.020750,0.032820,23.3704,0.6070,432,0.2956,0.0270,0.5468,0.113562,264
REACTIVE-high-s15-seed44,REACTIVE,high,15.0,8,2,4,2000,medium,44,2000,8.3590,36.8814,0.020254,0.031898,21.8157,0.6345,464,0.2986,0.0255,0.5525,0.112139,256
REACTIVE-high-s15-seed42,REACTIVE,high,15.0,8,2,4,2000,medium,42,2000,8.7015,36.7879,0.020290,0.032229,22.1057,0.6245,451,0.2978,0.0254,0.5509,0.111702,278
REACTIVE-high-s15-seed45,REACTIVE,high,15.0,8,2,4,2000,medium,45,2000,6.6136,31.4303,0.019669,0.030563,19.6031,0.6595,443,0.2985,0.0255,0.5522,0.108246,253
REACTIVE-high-s15-seed48,REACTIVE,high,15.0,8,2,4,2000,medium,48,2000,9.7443,39.6627,0.020539,0.032684,24.4088,0.5985,460,0.3020,0.0279,0.5587,0.122204,277
REACTIVE-high-s15-seed47,REACTIVE,high,15.0,8,2,4,2000,medium,47,2000,10.5086,41.6060,0.020913,0.033088,25.2131,0.5755,472,0.2998,0.0276,0.5546,0.122537,295
REACTIVE-high-s15-seed46,REACTIVE,high,15.0,8,2,4,2000,medium,46,2000,7.8132,34.5174,0.020053,0.031319,21.1227,0.6425,428,0.2979,0.0254,0.5511,0.110913,295
REACTIVE-high-s15-seed49,REACTIVE,high,15.0,8,2,4,2000,medium,49,2000,10.0361,39.8874,0.020648,0.032944,24.7071,0.5995,455,0.3008,0.0277,0.5564,0.122258,278
REACTIVE-high-s15-seed53,REACTIVE,high,15.0,8,2,4,2000,medium,53,2000,7.7987,34.4349,0.019991,0.031696,20.9213,0.6465,425,0.2993,0.0256,0.5537,0.109355,222
REACTIVE-high-s15-seed52,REACTIVE,high,15.0,8,2,4,2000,medium,52,2000,8.0107,35.6472,0.019937,0.031393,21.2420,0.6395,416,0.2848,0.0254,0.5268,0.110261,237
REACTIVE-high-s15-seed50,REACTIVE,high,15.0,8,2,4,2000,medium,50,2000,10.9342,43.9041,0.021071,0.033594,26.1355,0.5890,496,0.3024,0.0280,0.5594,0.126678,266
REACTIVE-high-s15-seed51,REACTIVE,high,15.0,8,2,4,2000,medium,51,2000,7.2783,32.3547,0.019766,0.030583,20.2214,0.6435,420,0.2984,0.0255,0.5521,0.107859,262
REACTIVE-high-s15-seed54,REACTIVE,high,15.0,8,2,4,2000,medium,54,2000,8.5961,37.0681,0.020148,0.031804,21.8571,0.6225,467,0.2971,0.0253,0.5496,0.110508,232
REACTIVE-high-s15-seed55,REACTIVE,high,15.0,8,2,4,2000,medium,55,2000,11.7241,44.3059,0.021431,0.034221,27.0532,0.5715,492,0.3017,0.0279,0.5582,0.127742,241
REACTIVE-high-s15-seed57,REACTIVE,high,15.0,8,2,4,2000,medium,57,2000,10.7673,41.8493,0.021048,0.033752,25.7798,0.5860,452,0.3023,0.0279,0.5593,0.125104,243
REACTIVE-high-s15-seed56,REACTIVE,high,15.0,8,2,4,2000,medium,56,2000,7.9758,35.6171,0.020020,0.031618,21.1639,0.6430,418,0.2978,0.0254,0.5509,0.109901,244
REACTIVE-high-s15-seed59,REACTIVE,high,15.0,8,2,4,2000,medium,59,2000,7.1492,32.6193,0.019684,0.030736,20.0841,0.6560,413,0.2995,0.0256,0.5542,0.107791,232
REACTIVE-high-s15-seed58,REACTIVE,high,15.0,8,2,4,2000,medium,58,2000,8.8060,37.2400,0.020448,0.031999,22.4015,0.6165,458,0.2958,0.0270,0.5472,0.113296,246
REACTIVE-high-s15-seed61,REACTIVE,high,15.0,8,2,4,2000,medium,61,2000,10.2210,41.1662,0.020993,0.033301,25.5623,0.5950,471,0.3038,0.0282,0.5621,0.127844,248
REACTIVE-high-s15-seed60,REACTIVE,high,15.0,8,2,4,2000,medium,60,2000,7.7465,33.5376,0.019975,0.031263,22.4279,0.6375,445,0.3032,0.0281,0.5608,0.122345,250
PREDICTIVE-med-s15-seed45,PREDICTIVE,med,15.0,8,2,4,2000,medium,45,2000,0.5619,6.0260,0.014983,0.021847,9.6731,0.9675,266,0.3896,0.0258,0.7207,0.075927,235
PREDICTIVE-med-s15-seed42,PREDICTIVE,med,15.0,8,2,4,2000,medium,42,2000,1.0541,8.8659,0.015570,0.023366,10.7723,0.8825,277,0.3753,0.0233,0.6943,0.080985,241
PREDICTIVE-med-s15-seed44,PREDICTIVE,med,15.0,8,2,4,2000,medium,44,2000,0.8915,7.9749,0.015327,0.022680,10.4054,0.9095,279,0.3909,0.0260,0.7231,0.079283,232
PREDICTIVE-med-s15-seed43,PREDICTIVE,med,15.0,8,2,4,2000,medium,43,2000,1.4198,10.8338,0.015689,0.023549,11.1119,0.8545,290,0.3748,0.0233,0.6935,0.080768,243
PREDICTIVE-med-s15-seed49,PREDICTIVE,med,15.0,8,2,4,2000,medium,49,2000,1.3797,9.7286,0.015956,0.023745,11.5063,0.8575,295,0.3479,0.0249,0.6436,0.084389,219
PREDICTIVE-med-s15-seed47,PREDICTIVE,med,15.0,8,2,4,2000,medium,47,2000,1.1118,9.4439,0.015597,0.023233,10.8526,0.8835,295,0.3482,0.0250,0.6441,0.081173,243
PREDICTIVE-med-s15-seed48,PREDICTIVE,med,15.0,8,2,4,2000,medium,48,2000,1.1883,10.1819,0.015634,0.023345,10.9408,0.8800,302,0.3686,0.0260,0.6820,0.081270,235
PREDICTIVE-med-s15-seed46,PREDICTIVE,med,15.0,8,2,4,2000,medium,46,2000,0.9602,8.5542,0.015395,0.022821,10.5372,0.8965,291,0.3766,0.0233,0.6966,0.079809,258
PREDICTIVE-med-s15-seed50,PREDICTIVE,med,15.0,8,2,4,2000,medium,50,2000,1.2676,9.7958,0.015858,0.023040,11.3772,0.8600,290,0.3692,0.0261,0.6829,0.084247,213
PREDICTIVE-med-s15-seed51,PREDICTIVE,med,15.0,8,2,4,2000,medium,51,2000,0.9157,8.4210,0.015356,0.022417,10.3955,0.9170,285,0.3869,0.0254,0.7158,0.078998,201
PREDICTIVE-med-s15-seed52,PREDICTIVE,med,15.0,8,2,4,2000,medium,52,2000,1.1531,9.9407,0.015623,0.023576,11.0010,0.8855,300,0.3727,0.0233,0.6895,0.082066,219
PREDICTIVE-med-s15-seed53,PREDICTIVE,med,15.0,8,2,4,2000,medium,53,2000,0.9223,8.1936,0.015414,0.022977,10.4371,0.8980,266,0.3929,0.0263,0.7269,0.079290,219
PREDICTIVE-med-s15-seed55,PREDICTIVE,med,15.0,8,2,4,2000,medium,55,2000,1.4353,10.7430,0.015944,0.023817,11.5035,0.8505,286,0.3691,0.0261,0.6828,0.083902,210
PREDICTIVE-med-s15-seed56,PREDICTIVE,med,15.0,8,2,4,2000,medium,56,2000,1.0327,10.4321,0.015579,0.023436,10.7706,0.9020,292,0.3877,0.0255,0.7173,0.081149,214
PREDICTIVE-med-s15-seed54,PREDICTIVE,med,15.0,8,2,4,2000,medium,54,2000,0.7708,7.0233,0.015320,0.022209,10.2580,0.9350,269,0.3740,0.0233,0.6919,0.079060,223
PREDICTIVE-med-s15-seed57,PREDICTIVE,med,15.0,8,2,4,2000,medium,57,2000,1.4782,11.2290,0.015960,0.024190,11.5587,0.8540,283,0.3698,0.0262,0.6841,0.084004,224
PREDICTIVE-med-s15-seed59,PREDICTIVE,med,15.0,8,2,4,2000,medium,59,2000,0.8607,8.1503,0.015300,0.022839,10.2735,0.9165,271,0.3886,0.0257,0.7189,0.078440,233
PREDICTIVE-med-s15-seed58,PREDICTIVE,med,15.0,8,2,4,2000,medium,58,2000,0.9798,8.0326,0.015414,0.022931,10.6171,0.8930,278,0.3702,0.0250,0.6849,0.080311,262
PREDICTIVE-med-s15-seed60,PREDICTIVE,med,15.0,8,2,4,2000,medium,60,2000,0.7379,6.4836,0.015367,0.022397,10.2910,0.9255,267,0.3654,0.0255,0.6760,0.079609,259
PREDICTIVE-med-s15-seed61,PREDICTIVE,med,15.0,8,2,4,2000,medium,61,2000,1.3140,10.4521,0.015718,0.023780,11.2475,0.8765,323,0.3731,0.0254,0.6903,0.082779,257
PREDICTIVE-high-s15-seed42,PREDICTIVE,high,15.0,8,2,4,2000,medium,42,2000,8.7015,36.7879,0.020290,0.032229,22.1057,0.6245,451,0.2989,0.0243,0.5529,0.111702,277
PREDICTIVE-high-s15-seed45,PREDICTIVE,high,15.0,8,2,4,2000,medium,45,2000,6.6136,31.4303,0.019669,0.030563,19.6031,0.6595,443,0.2996,0.0244,0.5542,0.108246,259
PREDICTIVE-high-s15-seed44,PREDICTIVE,high,15.0,8,2,4,2000,medium,44,2000,8.3590,36.8814,0.020254,0.031898,21.8157,0.6345,464,0.2997,0.0244,0.5545,0.112139,252
PREDICTIVE-high-s15-seed43,PREDICTIVE,high,15.0,8,2,4,2000,medium,43,2000,9.7429,39.8566,0.020750,0.032820,23.3704,0.6070,432,0.2983,0.0242,0.5519,0.113562,273
PREDICTIVE-high-s15-seed49,PREDICTIVE,high,15.0,8,2,4,2000,medium,49,2000,10.0361,39.8874,0.020648,0.032944,24.7071,0.5995,455,0.3030,0.0255,0.5605,0.122258,234
PREDICTIVE-high-s15-seed48,PREDICTIVE,high,15.0,8,2,4,2000,medium,48,2000,9.7443,39.6627,0.020539,0.032684,24.4088,0.5985,460,0.3042,0.0257,0.5628,0.122204,287
PREDICTIVE-high-s15-seed47,PREDICTIVE,high,15.0,8,2,4,2000,medium,47,2000,10.5086,41.6060,0.020913,0.033088,25.2131,0.5755,472,0.3020,0.0254,0.5588,0.122537,286
PREDICTIVE-high-s15-seed46,PREDICTIVE,high,15.0,8,2,4,2000,medium,46,2000,7.8132,34.5174,0.020053,0.031319,21.1227,0.6425,428,0.2990,0.0243,0.5532,0.110913,309
PREDICTIVE-high-s15-seed53,PREDICTIVE,high,15.0,8,2,4,2000,medium,53,2000,7.7987,34.4349,0.019991,0.031696,20.9213,0.6465,425,0.3010,0.0239,0.5568,0.109355,206
PREDICTIVE-high-s15-seed50,PREDICTIVE,high,15.0,8,2,4,2000,medium,50,2000,10.9342,43.9041,0.021071,0.033594,26.1355,0.5890,496,0.3046,0.0257,0.5635,0.126678,254
PREDICTIVE-high-s15-seed52,PREDICTIVE,high,15.0,8,2,4,2000,medium,52,2000,8.0107,35.6472,0.019937,0.031393,21.2420,0.6395,416,0.2869,0.0233,0.5307,0.110261,246
PREDICTIVE-high-s15-seed51,PREDICTIVE,high,15.0,8,2,4,2000,medium,51,2000,7.2783,32.3547,0.019766,0.030583,20.2214,0.6435,420,0.2995,0.0244,0.5542,0.107859,250
PREDICTIVE-high-s15-seed54,PREDICTIVE,high,15.0,8,2,4,2000,medium,54,2000,8.5961,37.0681,0.020148,0.031804,21.8571,0.6225,467,0.2982,0.0242,0.5517,0.110508,262
PREDICTIVE-high-s15-seed57,PREDICTIVE,high,15.0,8,2,4,2000,medium,57,2000,10.7673,41.8493,0.021048,0.033752,25.7798,0.5860,452,0.3045,0.0257,0.5634,0.125104,242
PREDICTIVE-high-s15-seed55,PREDICTIVE,high,15.0,8,2,4,2000,medium,55,2000,11.7241,44.3059,0.021431,0.034221,27.0532,0.5715,492,0.3040,0.0256,0.5623,0.127742,254
PREDICTIVE-high-s15-seed56,PREDICTIVE,high,15.0,8,2,4,2000,medium,56,2000,7.9758,35.6171,0.020020,0.031618,21.1639,0.6430,418,0.2989,0.0243,0.5530,0.109901,255
PREDICTIVE-high-s15-seed58,PREDICTIVE,high,15.0,8,2,4,2000,medium,58,2000,8.8060,37.2400,0.020448,0.031999,22.4015,0.6165,458,0.2986,0.0242,0.5523,0.113296,260
PREDICTIVE-high-s15-seed60,PREDICTIVE,high,15.0,8,2,4,2000,medium,60,2000,7.7465,33.5376,0.019975,0.031263,22.4279,0.6375,445,0.3054,0.0258,0.5649,0.122345,266
PREDICTIVE-high-s15-seed59,PREDICTIVE,high,15.0,8,2,4,2000,medium,59,2000,7.1492,32.6193,0.019684,0.030736,20.0841,0.6560,413,0.3012,0.0240,0.5572,0.107791,264
PREDICTIVE-high-s15-seed61,PREDICTIVE,high,15.0,8,2,4,2000,medium,61,2000,10.2210,41.1662,0.020993,0.033301,25.5623,0.5950,471,0.3060,0.0259,0.5662,0.127844,264
