label,policy,burst,startup_sec,max_pool,min_pool,initial_pool,requests,workload,seed,n_finished,mean_ttft_s,p99_ttft_s,mean_tpot_s,p99_tpot_s,mean_e2e_s,slo_attainment,cold_start_violations,active_vm_hours,idle_vm_hours,cost_usd,total_energy_kwh,wall_ms
STATIC-med-s15-seed51,STATIC,med,15.0,8,2,4,2000,medium,51,2000,4.9947,18.6231,0.020645,0.025667,21.6164,0.5610,0,0.1958,0.1958,0.3622,0.138514,237
STATIC-med-s15-seed53,STATIC,med,15.0,8,2,4,2000,medium,53,2000,5.7658,21.2208,0.021061,0.026846,22.6937,0.5405,0,0.1962,0.1962,0.3630,0.141066,237
STATIC-med-s15-seed54,STATIC,med,15.0,8,2,4,2000,medium,54,2000,5.8660,18.0152,0.021037,0.026150,22.5286,0.5020,0,0.1875,0.1875,0.3468,0.138856,214
STATIC-med-s15-seed56,STATIC,med,15.0,8,2,4,2000,medium,56,2000,5.7242,21.1217,0.021052,0.027133,22.6477,0.5330,0,0.1949,0.1949,0.3605,0.141029,237
STATIC-med-s15-seed55,STATIC,med,15.0,8,2,4,2000,medium,55,2000,9.0897,23.3908,0.023071,0.028556,26.9614,0.3920,0,0.1846,0.1846,0.3415,0.148931,245
STATIC-med-s15-seed57,STATIC,med,15.0,8,2,4,2000,medium,57,2000,8.3200,23.7501,0.022768,0.028496,25.9612,0.4110,0,0.1841,0.1841,0.3405,0.147010,234
STATIC-med-s15-seed58,STATIC,med,15.0,8,2,4,2000,medium,58,2000,6.2107,18.2465,0.021574,0.026508,23.7152,0.4960,0,0.1889,0.1889,0.3495,0.145871,246
STATIC-med-s15-seed59,STATIC,med,15.0,8,2,4,2000,medium,59,2000,5.4912,22.9717,0.020510,0.026378,22.0847,0.5575,0,0.1980,0.1980,0.3663,0.138279,250
STATIC-med-s15-seed61,STATIC,med,15.0,8,2,4,2000,medium,61,2000,8.0253,22.6845,0.022504,0.028156,25.7106,0.4185,0,0.1865,0.1865,0.3451,0.147377,253
STATIC-med-s15-seed60,STATIC,med,15.0,8,2,4,2000,medium,60,2000,5.2990,17.0755,0.021046,0.025914,22.0974,0.5385,0,0.1879,0.1879,0.3477,0.139986,292
STATIC-high-s15-seed42,STATIC,high,15.0,8,2,4,2000,medium,42,2000,50.4578,93.7207,0.033269,0.039607,78.1337,0.1280,0,0.2627,0.2627,0.4861,0.230633,288
STATIC-high-s15-seed43,STATIC,high,15.0,8,2,4,2000,medium,43,2000,49.9311,86.4477,0.033360,0.040781,76.6226,0.1280,0,0.2532,0.2532,0.4685,0.222429,284
STATIC-high-s15-seed44,STATIC,high,15.0,8,2,4,2000,medium,44,2000,48.5953,93.9687,0.032901,0.038991,76.2086,0.1280,0,0.2641,0.2641,0.4887,0.230111,290
STATIC-high-s15-seed45,STATIC,high,15.0,8,2,4,2000,medium,45,2000,43.9998,86.8638,0.032075,0.038572,70.5034,0.1280,0,0.2543,0.2543,0.4704,0.220863,280
STATIC-high-s15-seed46,STATIC,high,15.0,8,2,4,2000,medium,46,2000,47.8524,86.5901,0.032954,0.039695,74.5705,0.1280,0,0.2529,0.2529,0.4678,0.222651,306
STATIC-high-s15-seed48,STATIC,high,15.0,8,2,4,2000,medium,48,2000,57.6886,115.2815,0.034082,0.041151,87.3719,0.1280,0,0.2876,0.2876,0.5321,0.247361,315
STATIC-high-s15-seed47,STATIC,high,15.0,8,2,4,2000,medium,47,2000,60.2310,122.0205,0.034400,0.042621,90.1595,0.1280,0,0.3069,0.3069,0.5678,0.249404,339
STATIC-high-s15-seed49,STATIC,high,15.0,8,2,4,2000,medium,49,2000,58.7689,116.4903,0.034109,0.040999,88.5212,0.1280,0,0.2875,0.2875,0.5319,0.247936,325
STATIC-high-s15-seed50,STATIC,high,15.0,8,2,4,2000,medium,50,2000,59.3239,121.3172,0.034307,0.042183,89.7386,0.1280,0,0.3085,0.3085,0.5707,0.253456,297
STATIC-high-s15-seed51,STATIC,high,15.0,8,2,4,2000,medium,51,2000,46.3566,91.9304,0.032672,0.039264,73.2841,0.1280,0,0.2620,0.2620,0.4847,0.224396,319
STATIC-high-s15-seed53,STATIC,high,15.0,8,2,4,2000,medium,53,2000,47.4285,87.0933,0.033006,0.039234,74.6134,0.1280,0,0.2542,0.2542,0.4703,0.226541,314
STATIC-high-s15-seed52,STATIC,high,15.0,8,2,4,2000,medium,52,2000,51.2986,101.5009,0.033227,0.040045,79.2677,0.1280,0,0.2666,0.2666,0.4933,0.233076,313
STATIC-high-s15-seed55,STATIC,high,15.0,8,2,4,2000,medium,55,2000,61.3661,126.3969,0.034725,0.042550,92.3264,0.1280,0,0.3105,0.3105,0.5745,0.258002,286
STATIC-high-s15-seed54,STATIC,high,15.0,8,2,4,2000,medium,54,2000,48.1210,90.6052,0.032635,0.039366,75.0638,0.1280,0,0.2548,0.2548,0.4714,0.224523,292
STATIC-high-s15-seed56,STATIC,high,15.0,8,2,4,2000,medium,56,2000,49.2377,95.7562,0.033253,0.039444,76.8706,0.1280,0,0.2639,0.2639,0.4882,0.230274,296
STATIC-high-s15-seed57,STATIC,high,15.0,8,2,4,2000,medium,57,2000,60.5873,123.3400,0.034736,0.041886,91.3811,0.1280,0,0.3091,0.3091,0.5719,0.256614,305
STATIC-high-s15-seed58,STATIC,high,15.0,8,2,4,2000,medium,58,2000,52.0003,102.6565,0.033681,0.039992,80.4490,0.1280,0,0.2733,0.2733,0.5055,0.237072,259
STATIC-high-s15-seed60,STATIC,high,15.0,8,2,4,2000,medium,60,2000,54.8606,117.3922,0.033647,0.040875,84.4308,0.1280,0,0.3059,0.3059,0.5658,0.246418,297
STATIC-high-s15-seed59,STATIC,high,15.0,8,2,4,2000,medium,59,2000,42.1227,77.5072,0.031555,0.037918,68.0012,0.1280,0,0.2440,0.2440,0.4515,0.215654,313
STATIC-high-s15-seed61,STATIC,high,15.0,8,2,4,2000,medium,61,2000,58.4698,117.8170,0.034278,0.041787,88.7883,0.1280,0,0.3076,0.3076,0.5690,0.252655,319
REACTIVE-med-s15-seed42,REACTIVE,med,15.0,8,2,4,2000,medium,42,2000,3.1618,19.0674,0.017332,0.026658,14.6224,0.7565,355,0.3028,0.0261,0.5602,0.095505,251
REACTIVE-med-s15-seed43,REACTIVE,med,15.0,8,2,4,2000,medium,43,2000,3.8332,20.7778,0.017779,0.027163,15.5707,0.7335,357,0.3021,0.0260,0.5588,0.097812,253
REACTIVE-med-s15-seed44,REACTIVE,med,15.0,8,2,4,2000,medium,44,2000,3.0303,18.8135,0.017378,0.026380,14.7558,0.7640,373,0.3044,0.0263,0.5632,0.097713,255
REACTIVE-med-s15-seed45,REACTIVE,med,15.0,8,2,4,2000,medium,45,2000,2.0284,13.6720,0.016811,0.024883,13.1485,0.8205,343,0.3039,0.0263,0.5622,0.092667,241
REACTIVE-med-s15-seed46,REACTIVE,med,15.0,8,2,4,2000,medium,46,2000,2.7974,17.6325,0.017237,0.026013,14.2936,0.7780,347,0.3031,0.0262,0.5607,0.095802,240
REACTIVE-med-s15-seed47,REACTIVE,med,15.0,8,2,4,2000,medium,47,2000,3.6776,20.2564,0.017590,0.027048,15.1167,0.7295,376,0.2863,0.0233,0.5297,0.095326,226
REACTIVE-med-s15-seed49,REACTIVE,med,15.0,8,2,4,2000,medium,49,2000,3.9773,21.9692,0.017763,0.027492,15.5342,0.7250,376,0.2877,0.0233,0.5322,0.096308,222
REACTIVE-med-s15-seed48,REACTIVE,med,15.0,8,2,4,2000,medium,48,2000,3.4701,20.3307,0.017435,0.026796,14.7642,0.7440,371,0.2986,0.0255,0.5525,0.094118,228
REACTIVE-med-s15-seed50,REACTIVE,med,15.0,8,2,4,2000,medium,50,2000,4.1013,22.2977,0.017869,0.027417,15.8917,0.7165,372,0.2989,0.0256,0.5529,0.098253,235
REACTIVE-med-s15-seed51,REACTIVE,med,15.0,8,2,4,2000,medium,51,2000,2.4798,16.3606,0.016988,0.025510,13.6473,0.7875,330,0.3035,0.0262,0.5614,0.093063,245
REACTIVE-med-s15-seed53,REACTIVE,med,15.0,8,2,4,2000,medium,53,2000,2.8914,17.9632,0.017248,0.026363,14.3341,0.7760,344,0.3050,0.0264,0.5643,0.095356,248
REACTIVE-med-s15-seed52,REACTIVE,med,15.0,8,2,4,2000,medium,52,2000,3.0535,19.3740,0.017208,0.026591,14.4747,0.7705,346,0.3013,0.0259,0.5574,0.095176,263
REACTIVE-med-s15-seed56,REACTIVE,med,15.0,8,2,4,2000,medium,56,2000,2.9810,19.3527,0.017255,0.026517,14.4024,0.7695,354,0.3023,0.0260,0.5592,0.095178,205
REACTIVE-med-s15-seed54,REACTIVE,med,15.0,8,2,4,2000,medium,54,2000,2.7925,17.6201,0.017160,0.025746,14.1151,0.7680,352,0.3020,0.0260,0.5587,0.094355,219
REACTIVE-med-s15-seed55,REACTIVE,med,15.0,8,2,4,2000,medium,55,2000,4.3371,22.2537,0.018078,0.027735,16.1669,0.7065,357,0.2986,0.0255,0.5524,0.098582,228
REACTIVE-med-s15-seed57,REACTIVE,med,15.0,8,2,4,2000,medium,57,2000,4.3150,23.0552,0.017950,0.028069,16.0076,0.7195,372,0.2990,0.0256,0.5531,0.097438,219
REACTIVE-med-s15-seed58,REACTIVE,med,15.0,8,2,4,2000,medium,58,2000,2.9165,17.7410,0.017341,0.026111,14.5044,0.7630,338,0.3021,0.0260,0.5590,0.096565,236
REACTIVE-med-s15-seed59,REACTIVE,med,15.0,8,2,4,2000,medium,59,2000,2.6407,17.4151,0.017128,0.025988,14.0466,0.7810,339,0.3046,0.0264,0.5636,0.095049,238
REACTIVE-med-s15-seed61,REACTIVE,med,15.0,8,2,4,2000,medium,61,2000,3.9449,22.1210,0.017868,0.027702,15.7236,0.7305,389,0.3005,0.0258,0.5559,0.098156,249
REACTIVE-med-s15-seed60,REACTIVE,med,15.0,8,2,4,2000,medium,60,2000,2.4585,15.9369,0.017069,0.025482,13.5433,0.7900,334,0.2990,0.0256,0.5531,0.092373,251
REACTIVE-high-s15-seed43,REACTIVE,high,15.0,8,2,4,2000,medium,43,2000,22.9664,63.2996,0.025509,0.039158,39.5982,0.3875,543,0.2630,0.0255,0.4866,0.138598,294
REACTIVE-high-s15-seed42,REACTIVE,high,15.0,8,2,4,2000,medium,42,2000,21.9863,61.3282,0.025261,0.038783,38.6434,0.3940,548,0.2748,0.0253,0.5084,0.138809,312
REACTIVE-high-s15-seed45,REACTIVE,high,15.0,8,2,4,2000,medium,45,2000,17.5388,53.1610,0.023709,0.036818,33.1501,0.4420,533,0.2628,0.0233,0.4861,0.130095,309
REACTIVE-high-s15-seed44,REACTIVE,high,15.0,8,2,4,2000,medium,44,2000,20.9118,59.3669,0.024819,0.037946,37.3408,0.4125,559,0.2653,0.0233,0.4908,0.136908,312
REACTIVE-high-s15-seed46,REACTIVE,high,15.0,8,2,4,2000,medium,46,2000,20.7237,60.2494,0.024792,0.038051,37.1767,0.4055,540,0.2630,0.0233,0.4865,0.137109,306
REACTIVE-high-s15-seed48,REACTIVE,high,15.0,8,2,4,2000,medium,48,2000,25.6183,67.2498,0.026337,0.039760,43.9986,0.3545,579,0.3107,0.0354,0.5747,0.153170,311
REACTIVE-high-s15-seed47,REACTIVE,high,15.0,8,2,4,2000,medium,47,2000,27.1059,70.3855,0.026717,0.040618,45.9111,0.3465,605,0.3141,0.0366,0.5812,0.156710,314
REACTIVE-high-s15-seed49,REACTIVE,high,15.0,8,2,4,2000,medium,49,2000,24.8601,64.3756,0.026055,0.039004,42.8900,0.3575,552,0.2960,0.0315,0.5475,0.150249,336
REACTIVE-high-s15-seed52,REACTIVE,high,15.0,8,2,4,2000,medium,52,2000,21.1937,59.7233,0.024909,0.038007,37.7385,0.4005,513,0.2614,0.0253,0.4837,0.137873,282
REACTIVE-high-s15-seed51,REACTIVE,high,15.0,8,2,4,2000,medium,51,2000,19.6475,58.0717,0.024447,0.037194,35.6977,0.4115,533,0.2625,0.0233,0.4856,0.133752,296
REACTIVE-high-s15-seed50,REACTIVE,high,15.0,8,2,4,2000,medium,50,2000,26.0166,67.4156,0.026452,0.039684,44.7643,0.3535,572,0.3133,0.0363,0.5796,0.156231,321
REACTIVE-high-s15-seed53,REACTIVE,high,15.0,8,2,4,2000,medium,53,2000,19.9092,56.8605,0.024653,0.037997,36.0535,0.4205,538,0.2639,0.0233,0.4882,0.134536,309
REACTIVE-high-s15-seed54,REACTIVE,high,15.0,8,2,4,2000,medium,54,2000,21.5111,61.7792,0.024962,0.038223,37.8882,0.3935,580,0.2622,0.0254,0.4851,0.136476,289
REACTIVE-high-s15-seed55,REACTIVE,high,15.0,8,2,4,2000,medium,55,2000,27.3763,70.1586,0.026813,0.040665,46.4169,0.3495,584,0.3160,0.0372,0.5846,0.158671,296
REACTIVE-high-s15-seed56,REACTIVE,high,15.0,8,2,4,2000,medium,56,2000,20.7374,58.9942,0.024949,0.037963,37.1936,0.4055,524,0.2640,0.0233,0.4885,0.137136,275
REACTIVE-high-s15-seed57,REACTIVE,high,15.0,8,2,4,2000,medium,57,2000,25.9481,66.1868,0.026458,0.040174,44.4123,0.3570,561,0.3001,0.0321,0.5552,0.153869,289
REACTIVE-high-s15-seed58,REACTIVE,high,15.0,8,2,4,2000,medium,58,2000,22.1720,61.2372,0.025352,0.038217,39.0055,0.3860,551,0.2732,0.0270,0.5054,0.140279,271
REACTIVE-high-s15-seed59,REACTIVE,high,15.0,8,2,4,2000,medium,59,2000,18.2123,55.7612,0.023767,0.037132,33.7688,0.4415,540,0.2636,0.0233,0.4877,0.129638,273
REACTIVE-high-s15-seed60,REACTIVE,high,15.0,8,2,4,2000,medium,60,2000,21.4766,59.4866,0.025253,0.038289,38.6759,0.3760,573,0.2804,0.0293,0.5187,0.143328,282
REACTIVE-high-s15-seed61,REACTIVE,high,15.0,8,2,4,2000,medium,61,2000,25.1503,65.9548,0.026346,0.039926,43.7216,0.3565,562,0.3123,0.0330,0.5777,0.154761,287
PREDICTIVE-med-s15-seed43,PREDICTIVE,med,15.0,8,2,4,2000,medium,43,2000,3.8332,20.7778,0.017779,0.027163,15.5707,0.7335,357,0.3037,0.0243,0.5619,0.097812,215
PREDICTIVE-med-s15-seed42,PREDICTIVE,med,15.0,8,2,4,2000,medium,42,2000,3.1618,19.0674,0.017332,0.026658,14.6224,0.7565,355,0.3045,0.0244,0.5633,0.095505,216
PREDICTIVE-med-s15-seed44,PREDICTIVE,med,15.0,8,2,4,2000,medium,44,2000,3.0303,18.8135,0.017378,0.026380,14.7558,0.7640,373,0.3067,0.0241,0.5673,0.097713,216
PREDICTIVE-med-s15-seed45,PREDICTIVE,med,15.0,8,2,4,2000,medium,45,2000,2.0284,13.6720,0.016811,0.024883,13.1485,0.8205,343,0.3056,0.0246,0.5653,0.092667,218
PREDICTIVE-med-s15-seed47,PREDICTIVE,med,15.0,8,2,4,2000,medium,47,2000,3.6776,20.2564,0.017590,0.027048,15.1167,0.7295,376,0.2863,0.0233,0.5297,0.095326,223
PREDICTIVE-med-s15-seed48,PREDICTIVE,med,15.0,8,2,4,2000,medium,48,2000,3.4701,20.3307,0.017435,0.026796,14.7642,0.7440,371,0.2998,0.0244,0.5546,0.094118,223
PREDICTIVE-med-s15-seed46,PREDICTIVE,med,15.0,8,2,4,2000,medium,46,2000,2.7974,17.6325,0.017237,0.026013,14.2936,0.7780,347,0.3048,0.0245,0.5638,0.095802,235
PREDICTIVE-med-s15-seed49,PREDICTIVE,med,15.0,8,2,4,2000,medium,49,2000,3.9773,21.9692,0.017763,0.027492,15.5342,0.7250,376,0.2877,0.0233,0.5322,0.096308,230
PREDICTIVE-med-s15-seed52,PREDICTIVE,med,15.0,8,2,4,2000,medium,52,2000,3.0535,19.3740,0.017208,0.026591,14.4747,0.7705,346,0.3030,0.0242,0.5605,0.095176,237
PREDICTIVE-med-s15-seed51,PREDICTIVE,med,15.0,8,2,4,2000,medium,51,2000,2.4798,16.3606,0.016988,0.025510,13.6473,0.7875,330,0.3051,0.0245,0.5645,0.093063,239
PREDICTIVE-med-s15-seed53,PREDICTIVE,med,15.0,8,2,4,2000,medium,53,2000,2.8914,17.9632,0.017248,0.026363,14.3341,0.7760,344,0.3073,0.0242,0.5684,0.095356,242
PREDICTIVE-med-s15-seed50,PREDICTIVE,med,15.0,8,2,4,2000,medium,50,2000,4.1013,22.2977,0.017869,0.027417,15.8917,0.7165,372,0.3000,0.0244,0.5550,0.098253,268
PREDICTIVE-med-s15-seed54,PREDICTIVE,med,15.0,8,2,4,2000,medium,54,2000,2.7925,17.6201,0.017160,0.025746,14.1151,0.7680,352,0.3036,0.0243,0.5617,0.094355,218
PREDICTIVE-med-s15-seed55,PREDICTIVE,med,15.0,8,2,4,2000,medium,55,2000,4.3371,22.2537,0.018078,0.027735,16.1669,0.7065,357,0.2997,0.0244,0.5545,0.098582,208
PREDICTIVE-med-s15-seed56,PREDICTIVE,med,15.0,8,2,4,2000,medium,56,2000,2.9810,19.3527,0.017255,0.026517,14.4024,0.7695,354,0.3039,0.0244,0.5623,0.095178,217
PREDICTIVE-med-s15-seed57,PREDICTIVE,med,15.0,8,2,4,2000,medium,57,2000,4.3150,23.0552,0.017950,0.028069,16.0076,0.7195,372,0.3001,0.0245,0.5552,0.097438,215
PREDICTIVE-med-s15-seed60,PREDICTIVE,med,15.0,8,2,4,2000,medium,60,2000,2.4585,15.9369,0.017069,0.025482,13.5433,0.7900,334,0.3001,0.0245,0.5551,0.092373,189
PREDICTIVE-med-s15-seed59,PREDICTIVE,med,15.0,8,2,4,2000,medium,59,2000,2.6407,17.4151,0.017128,0.025988,14.0466,0.7810,339,0.3069,0.0242,0.5677,0.095049,210
PREDICTIVE-med-s15-seed58,PREDICTIVE,med,15.0,8,2,4,2000,medium,58,2000,2.9165,17.7410,0.017341,0.026111,14.5044,0.7630,338,0.3038,0.0244,0.5621,0.096565,206
PREDICTIVE-med-s15-seed61,PREDICTIVE,med,15.0,8,2,4,2000,medium,61,2000,3.9449,22.1210,0.017868,0.027702,15.7236,0.7305,389,0.3022,0.0241,0.5590,0.098156,255
PREDICTIVE-high-s15-seed44,PREDICTIVE,high,15.0,8,2,4,2000,medium,44,2000,20.9118,59.3669,0.024819,0.037946,37.3408,0.4125,559,0.2653,0.0233,0.4908,0.136908,265
PREDICTIVE-high-s15-seed43,PREDICTIVE,high,15.0,8,2,4,2000,medium,43,2000,22.9664,63.2996,0.025509,0.039158,39.5982,0.3875,543,0.2636,0.0250,0.4876,0.138598,285
PREDICTIVE-high-s15-seed42,PREDICTIVE,high,15.0,8,2,4,2000,medium,42,2000,21.9863,61.3282,0.025261,0.038783,38.6434,0.3940,548,0.2748,0.0253,0.5084,0.138809,291
PREDICTIVE-high-s15-seed45,PREDICTIVE,high,15.0,8,2,4,2000,medium,45,2000,17.5388,53.1610,0.023709,0.036818,33.1501,0.4420,533,0.2628,0.0233,0.4861,0.130095,275
PREDICTIVE-high-s15-seed46,PREDICTIVE,high,15.0,8,2,4,2000,medium,46,2000,20.7237,60.2494,0.024792,0.038051,37.1767,0.4055,540,0.2630,0.0233,0.4865,0.137109,240
PREDICTIVE-high-s15-seed47,PREDICTIVE,high,15.0,8,2,4,2000,medium,47,2000,27.1059,70.3855,0.026717,0.040618,45.9111,0.3465,605,0.3141,0.0366,0.5812,0.156710,276
PREDICTIVE-high-s15-seed48,PREDICTIVE,high,15.0,8,2,4,2000,medium,48,2000,25.6183,67.2498,0.026337,0.039760,43.9986,0.3545,579,0.3118,0.0343,0.5768,0.153170,277
PREDICTIVE-high-s15-seed49,PREDICTIVE,high,15.0,8,2,4,2000,medium,49,2000,24.8601,64.3756,0.026055,0.039004,42.8900,0.3575,552,0.2960,0.0315,0.5475,0.150249,289
PREDICTIVE-high-s15-seed51,PREDICTIVE,high,15.0,8,2,4,2000,medium,51,2000,19.6475,58.0717,0.024447,0.037194,35.6977,0.4115,533,0.2625,0.0233,0.4856,0.133752,266
PREDICTIVE-high-s15-seed52,PREDICTIVE,high,15.0,8,2,4,2000,medium,52,2000,21.1937,59.7233,0.024909,0.038007,37.7385,0.4005,513,0.2620,0.0247,0.4847,0.137873,283
PREDICTIVE-high-s15-seed53,PREDICTIVE,high,15.0,8,2,4,2000,medium,53,2000,19.9092,56.8605,0.024653,0.037997,36.0535,0.4205,538,0.2639,0.0233,0.4882,0.134536,289
PREDICTIVE-high-s15-seed50,PREDICTIVE,high,15.0,8,2,4,2000,medium,50,2000,26.0166,67.4156,0.026452,0.039684,44.7643,0.3535,572,0.3155,0.0341,0.5837,0.156231,358
PREDICTIVE-high-s15-seed54,PREDICTIVE,high,15.0,8,2,4,2000,medium,54,2000,21.5111,61.7792,0.024962,0.038223,37.8882,0.3935,580,0.2643,0.0233,0.4889,0.136476,256
PREDICTIVE-high-s15-seed55,PREDICTIVE,high,15.0,8,2,4,2000,medium,55,2000,27.3763,70.1586,0.026813,0.040665,46.4169,0.3495,584,0.3160,0.0372,0.5846,0.158671,262
PREDICTIVE-high-s15-seed56,PREDICTIVE,high,15.0,8,2,4,2000,medium,56,2000,20.7374,58.9942,0.024949,0.037963,37.1936,0.4055,524,0.2640,0.0233,0.4885,0.137136,275
PREDICTIVE-high-s15-seed57,PREDICTIVE,high,15.0,8,2,4,2000,medium,57,2000,25.9481,66.1868,0.026458,0.040174,44.4123,0.3570,561,0.3012,0.0310,0.5572,0.153869,285
PREDICTIVE-high-s15-seed58,PREDICTIVE,high,15.0,8,2,4,2000,medium,58,2000,22.1720,61.2372,0.025352,0.038217,39.0055,0.3860,551,0.2737,0.0264,0.5064,0.140279,296
PREDICTIVE-high-s15-seed60,PREDICTIVE,high,15.0,8,2,4,2000,medium,60,2000,21.4766,59.4866,0.025253,0.038289,38.6759,0.3760,573,0.2809,0.0287,0.5197,0.143328,284
PREDICTIVE-high-s15-seed61,PREDICTIVE,high,15.0,8,2,4,2000,medium,61,2000,25.1503,65.9548,0.026346,0.039926,43.7216,0.3565,562,0.3123,0.0330,0.5777,0.154761,283
PREDICTIVE-high-s15-seed59,PREDICTIVE,high,15.0,8,2,4,2000,medium,59,2000,18.2123,55.7612,0.023767,0.037132,33.7688,0.4415,540,0.2636,0.0233,0.4877,0.129638,317
