label,policy,burst,startup_sec,max_pool,min_pool,initial_pool,requests,workload,seed,n_finished,mean_ttft_s,p99_ttft_s,mean_tpot_s,p99_tpot_s,mean_e2e_s,slo_attainment,cold_start_violations,active_vm_hours,idle_vm_hours,cost_usd,total_energy_kwh,wall_ms
REACTIVE-med-s15-seed58,REACTIVE,med,15.0,8,2,4,2000,medium,58,2000,0.2777,4.2389,0.012858,0.015805,6.9918,0.9945,415,0.7542,0.0811,1.3952,0.055951,203
REACTIVE-med-s15-seed61,REACTIVE,med,15.0,8,2,4,2000,medium,61,2000,0.1867,2.3772,0.012822,0.015811,6.8324,0.9970,552,0.7305,0.1081,1.3515,0.055381,209
REACTIVE-high-s15-seed43,REACTIVE,high,15.0,8,2,4,2000,medium,43,2000,0.6881,5.7556,0.015055,0.021932,9.8616,0.9580,716,0.5405,0.0756,1.0000,0.076446,292
REACTIVE-high-s15-seed47,REACTIVE,high,15.0,8,2,4,2000,medium,47,2000,0.3818,4.4829,0.014762,0.021100,9.2659,0.9945,847,0.5256,0.0621,0.9724,0.074034,211
REACTIVE-high-s15-seed48,REACTIVE,high,15.0,8,2,4,2000,medium,48,2000,0.4457,4.5133,0.014685,0.021336,9.5940,0.9950,772,0.5422,0.0727,1.0030,0.076236,206
REACTIVE-high-s15-seed50,REACTIVE,high,15.0,8,2,4,2000,medium,50,2000,0.4043,4.3898,0.014541,0.021153,9.0321,0.9920,819,0.5196,0.0726,0.9612,0.071899,206
REACTIVE-high-s15-seed51,REACTIVE,high,15.0,8,2,4,2000,medium,51,2000,0.2895,3.2239,0.014664,0.020195,9.0613,0.9990,883,0.5323,0.0833,0.9848,0.073099,208
REACTIVE-high-s15-seed52,REACTIVE,high,15.0,8,2,4,2000,medium,52,2000,0.3366,3.9969,0.014802,0.021055,9.4075,1.0000,855,0.5313,0.0829,0.9829,0.075591,243
REACTIVE-high-s15-seed55,REACTIVE,high,15.0,8,2,4,2000,medium,55,2000,0.5329,5.8931,0.015078,0.022020,9.7227,0.9685,761,0.5262,0.0666,0.9735,0.076582,279
REACTIVE-high-s15-seed57,REACTIVE,high,15.0,8,2,4,2000,medium,57,2000,0.5977,6.5919,0.015078,0.021992,9.7718,0.9465,954,0.5092,0.0823,0.9420,0.076451,296
PREDICTIVE-med-s15-seed42,PREDICTIVE,med,15.0,8,2,4,2000,medium,42,2000,0.1261,0.1956,0.012774,0.016299,6.8583,1.0000,139,0.8309,0.0266,1.5373,0.056101,211
PREDICTIVE-med-s15-seed43,PREDICTIVE,med,15.0,8,2,4,2000,medium,43,2000,0.1263,0.1966,0.012843,0.017114,6.8883,1.0000,161,0.8291,0.0270,1.5338,0.056351,200
PREDICTIVE-med-s15-seed44,PREDICTIVE,med,15.0,8,2,4,2000,medium,44,2000,0.1259,0.1949,0.012746,0.016140,6.9031,1.0000,137,0.8344,0.0271,1.5436,0.056476,219
PREDICTIVE-med-s15-seed45,PREDICTIVE,med,15.0,8,2,4,2000,medium,45,2000,0.1255,0.1940,0.012584,0.014856,6.3592,1.0000,130,0.8144,0.0243,1.5066,0.051948,199
PREDICTIVE-med-s15-seed46,PREDICTIVE,med,15.0,8,2,4,2000,medium,46,2000,0.1261,0.1950,0.012671,0.015432,6.7320,1.0000,209,0.8258,0.0319,1.5276,0.055049,203
PREDICTIVE-med-s15-seed47,PREDICTIVE,med,15.0,8,2,4,2000,medium,47,2000,0.1246,0.1942,0.012752,0.016166,6.6270,1.0000,140,0.7927,0.0250,1.4664,0.054187,207
PREDICTIVE-med-s15-seed48,PREDICTIVE,med,15.0,8,2,4,2000,medium,48,2000,0.1251,0.1944,0.012740,0.016289,6.6071,1.0000,144,0.8104,0.0256,1.4993,0.054017,214
PREDICTIVE-med-s15-seed49,PREDICTIVE,med,15.0,8,2,4,2000,medium,49,2000,0.1253,0.1960,0.012834,0.017020,6.7458,1.0000,147,0.7927,0.0233,1.4665,0.055171,226
PREDICTIVE-med-s15-seed50,PREDICTIVE,med,15.0,8,2,4,2000,medium,50,2000,0.1265,0.1955,0.012889,0.016552,6.8787,1.0000,409,0.8012,0.0357,1.4823,0.056268,212
PREDICTIVE-med-s15-seed51,PREDICTIVE,med,15.0,8,2,4,2000,medium,51,2000,0.1262,0.1951,0.012674,0.015531,6.6837,1.0000,140,0.8320,0.0268,1.5393,0.054646,200
PREDICTIVE-med-s15-seed52,PREDICTIVE,med,15.0,8,2,4,2000,medium,52,2000,0.1254,0.1954,0.012683,0.015805,6.7656,1.0000,144,0.8295,0.0271,1.5345,0.055335,243
PREDICTIVE-med-s15-seed53,PREDICTIVE,med,15.0,8,2,4,2000,medium,53,2000,0.1275,0.1955,0.012697,0.015702,6.4876,1.0000,145,0.8164,0.0246,1.5103,0.053001,213
PREDICTIVE-med-s15-seed54,PREDICTIVE,med,15.0,8,2,4,2000,medium,54,2000,0.1238,0.1952,0.012746,0.016028,6.7817,1.0000,193,0.8245,0.0324,1.5253,0.055482,214
PREDICTIVE-med-s15-seed55,PREDICTIVE,med,15.0,8,2,4,2000,medium,55,2000,0.1268,0.1966,0.012948,0.017269,6.9017,1.0000,168,0.8117,0.0258,1.5017,0.056458,231
PREDICTIVE-med-s15-seed56,PREDICTIVE,med,15.0,8,2,4,2000,medium,56,2000,0.1271,0.1952,0.012693,0.016174,6.7738,1.0000,201,0.8274,0.0322,1.5306,0.055390,252
PREDICTIVE-med-s15-seed57,PREDICTIVE,med,15.0,8,2,4,2000,medium,57,2000,0.1273,0.1955,0.012832,0.016773,6.7407,1.0000,269,0.8006,0.0363,1.4811,0.055111,223
PREDICTIVE-med-s15-seed58,PREDICTIVE,med,15.0,8,2,4,2000,medium,58,2000,0.1270,0.1953,0.012750,0.015805,6.8483,1.0000,131,0.8301,0.0272,1.5357,0.056011,242
PREDICTIVE-med-s15-seed59,PREDICTIVE,med,15.0,8,2,4,2000,medium,59,2000,0.1236,0.1947,0.012675,0.015742,6.7889,1.0000,134,0.8345,0.0265,1.5439,0.055544,213
PREDICTIVE-med-s15-seed60,PREDICTIVE,med,15.0,8,2,4,2000,medium,60,2000,0.1272,0.1949,0.012695,0.015756,6.5622,1.0000,126,0.7989,0.0233,1.4780,0.053626,230
PREDICTIVE-med-s15-seed61,PREDICTIVE,med,15.0,8,2,4,2000,medium,61,2000,0.1272,0.1967,0.012682,0.015811,6.5817,1.0000,137,0.8131,0.0254,1.5041,0.053788,241
PREDICTIVE-high-s15-seed42,PREDICTIVE,high,15.0,8,2,4,2000,medium,42,2000,0.3338,3.9986,0.014359,0.021283,8.7684,1.0000,202,0.5923,0.0256,1.0957,0.070288,221
PREDICTIVE-high-s15-seed44,PREDICTIVE,high,15.0,8,2,4,2000,medium,44,2000,0.2533,3.1452,0.014294,0.020752,8.6676,1.0000,197,0.6092,0.0273,1.1270,0.070119,244
PREDICTIVE-high-s15-seed45,PREDICTIVE,high,15.0,8,2,4,2000,medium,45,2000,0.1467,1.0872,0.014115,0.019554,8.2565,1.0000,206,0.5984,0.0233,1.1070,0.067582,266
PREDICTIVE-high-s15-seed43,PREDICTIVE,high,15.0,8,2,4,2000,medium,43,2000,0.5712,5.6531,0.014735,0.021932,9.3431,0.9640,235,0.5899,0.0259,1.0912,0.073099,291
PREDICTIVE-high-s15-seed46,PREDICTIVE,high,15.0,8,2,4,2000,medium,46,2000,0.2747,3.1547,0.014432,0.020708,8.8766,1.0000,218,0.5940,0.0258,1.0990,0.071682,269
PREDICTIVE-high-s15-seed47,PREDICTIVE,high,15.0,8,2,4,2000,medium,47,2000,0.3814,4.4829,0.014509,0.021100,9.1573,0.9945,225,0.5734,0.0248,1.0607,0.073132,254
PREDICTIVE-high-s15-seed49,PREDICTIVE,high,15.0,8,2,4,2000,medium,49,2000,0.4491,4.7321,0.014558,0.021303,9.2617,0.9990,223,0.5737,0.0248,1.0614,0.073438,215
PREDICTIVE-high-s15-seed48,PREDICTIVE,high,15.0,8,2,4,2000,medium,48,2000,0.3687,4.1162,0.014469,0.021336,9.1968,0.9995,226,0.5878,0.0262,1.0875,0.073568,279
PREDICTIVE-high-s15-seed50,PREDICTIVE,high,15.0,8,2,4,2000,medium,50,2000,0.4043,4.3898,0.014341,0.021153,9.1847,0.9920,215,0.5880,0.0262,1.0877,0.073171,281
PREDICTIVE-high-s15-seed51,PREDICTIVE,high,15.0,8,2,4,2000,medium,51,2000,0.2546,2.8938,0.014373,0.020195,8.6677,1.0000,218,0.5899,0.0259,1.0914,0.070109,287
PREDICTIVE-high-s15-seed52,PREDICTIVE,high,15.0,8,2,4,2000,medium,52,2000,0.3315,3.9969,0.014536,0.021055,9.0676,1.0000,230,0.5880,0.0256,1.0879,0.072800,237
PREDICTIVE-high-s15-seed53,PREDICTIVE,high,15.0,8,2,4,2000,medium,53,2000,0.3156,3.8787,0.014318,0.021138,8.6400,1.0000,211,0.6292,0.0270,1.1640,0.069370,223
PREDICTIVE-high-s15-seed54,PREDICTIVE,high,15.0,8,2,4,2000,medium,54,2000,0.2196,2.5150,0.014231,0.020368,8.5027,1.0000,256,0.5812,0.0307,1.0753,0.069026,239
PREDICTIVE-high-s15-seed55,PREDICTIVE,high,15.0,8,2,4,2000,medium,55,2000,0.5323,5.8931,0.014682,0.022020,9.5476,0.9685,227,0.5879,0.0262,1.0876,0.075127,246
PREDICTIVE-high-s15-seed56,PREDICTIVE,high,15.0,8,2,4,2000,medium,56,2000,0.3492,4.3891,0.014433,0.021582,8.9128,0.9920,227,0.6085,0.0272,1.1256,0.071363,337
PREDICTIVE-high-s15-seed57,PREDICTIVE,high,15.0,8,2,4,2000,medium,57,2000,0.5970,6.5919,0.014715,0.021992,9.6410,0.9465,240,0.5882,0.0263,1.0882,0.075367,281
PREDICTIVE-high-s15-seed58,PREDICTIVE,high,15.0,8,2,4,2000,medium,58,2000,0.3227,3.8808,0.014423,0.020902,8.9035,1.0000,212,0.5931,0.0257,1.0972,0.071507,201
PREDICTIVE-high-s15-seed59,PREDICTIVE,high,15.0,8,2,4,2000,medium,59,2000,0.2862,3.1546,0.014382,0.020980,8.7448,0.9995,280,0.5905,0.0301,1.0925,0.070488,217
PREDICTIVE-high-s15-seed60,PREDICTIVE,high,15.0,8,2,4,2000,medium,60,2000,0.2380,2.6663,0.014487,0.020761,9.2635,1.0000,208,0.5873,0.0261,1.0865,0.075212,224
PREDICTIVE-high-s15-seed61,PREDICTIVE,high,15.0,8,2,4,2000,medium,61,2000,0.3664,4.6195,0.014524,0.021321,9.4852,0.9995,241,0.5902,0.0259,1.0919,0.075990,216
