label,policy,burst,startup_sec,max_pool,min_pool,initial_pool,requests,workload,seed,n_finished,mean_ttft_s,p99_ttft_s,mean_tpot_s,p99_tpot_s,mean_e2e_s,slo_attainment,cold_start_violations,active_vm_hours,idle_vm_hours,cost_usd,total_energy_kwh,wall_ms
PREDICTIVE-high-s15-seed43,PREDICTIVE,high,15.0,8,2,4,2000,medium,43,2000,3.2058,20.1126,0.017350,0.026519,14.4235,0.7720,338,0.3919,0.0261,0.7250,0.093481,211
PREDICTIVE-high-s15-seed44,PREDICTIVE,high,15.0,8,2,4,2000,medium,44,2000,2.5154,18.0338,0.016996,0.025868,13.6271,0.8005,352,0.4084,0.0272,0.7555,0.092597,229
PREDICTIVE-high-s15-seed45,PREDICTIVE,high,15.0,8,2,4,2000,medium,45,2000,1.6662,13.1000,0.016434,0.024457,12.1496,0.8470,317,0.3929,0.0250,0.7268,0.087362,220
PREDICTIVE-high-s15-seed47,PREDICTIVE,high,15.0,8,2,4,2000,medium,47,2000,2.9153,18.9702,0.017371,0.026199,14.2605,0.7740,351,0.3490,0.0251,0.6457,0.094543,227
PREDICTIVE-high-s15-seed46,PREDICTIVE,high,15.0,8,2,4,2000,medium,46,2000,2.3387,17.2888,0.016869,0.025527,13.3824,0.8090,323,0.4081,0.0272,0.7551,0.092031,238
PREDICTIVE-high-s15-seed48,PREDICTIVE,high,15.0,8,2,4,2000,medium,48,2000,2.8601,19.6191,0.017327,0.026291,14.1963,0.7845,356,0.3728,0.0253,0.6897,0.094469,235
PREDICTIVE-high-s15-seed49,PREDICTIVE,high,15.0,8,2,4,2000,medium,49,2000,3.3158,21.3201,0.017823,0.027061,15.1510,0.7655,356,0.3515,0.0233,0.6503,0.098626,235
PREDICTIVE-high-s15-seed50,PREDICTIVE,high,15.0,8,2,4,2000,medium,50,2000,3.3247,21.4333,0.017898,0.026726,15.3296,0.7620,358,0.3729,0.0253,0.6899,0.100041,196
PREDICTIVE-high-s15-seed51,PREDICTIVE,high,15.0,8,2,4,2000,medium,51,2000,2.1153,16.0885,0.016795,0.025127,13.0377,0.8160,314,0.4091,0.0273,0.7568,0.091020,262
PREDICTIVE-high-s15-seed52,PREDICTIVE,high,15.0,8,2,4,2000,medium,52,2000,2.5998,18.6662,0.017106,0.026131,13.8654,0.7990,331,0.3917,0.0261,0.7246,0.093880,248
PREDICTIVE-high-s15-seed53,PREDICTIVE,high,15.0,8,2,4,2000,medium,53,2000,2.3950,17.1797,0.016931,0.025828,13.2730,0.8065,318,0.4133,0.0260,0.7647,0.090650,239
PREDICTIVE-high-s15-seed55,PREDICTIVE,high,15.0,8,2,4,2000,medium,55,2000,3.4643,21.2555,0.017837,0.027217,15.2793,0.7605,338,0.3742,0.0255,0.6923,0.098458,235
PREDICTIVE-high-s15-seed54,PREDICTIVE,high,15.0,8,2,4,2000,medium,54,2000,2.2634,16.9230,0.016937,0.025299,13.2958,0.8095,335,0.3909,0.0260,0.7232,0.091936,242
PREDICTIVE-high-s15-seed56,PREDICTIVE,high,15.0,8,2,4,2000,medium,56,2000,2.5453,18.7161,0.017260,0.026052,13.9284,0.8010,336,0.4073,0.0271,0.7535,0.094859,247
PREDICTIVE-high-s15-seed57,PREDICTIVE,high,15.0,8,2,4,2000,medium,57,2000,3.5723,22.1290,0.017817,0.027655,15.3364,0.7625,354,0.3846,0.0270,0.7115,0.098034,246
PREDICTIVE-high-s15-seed58,PREDICTIVE,high,15.0,8,2,4,2000,medium,58,2000,2.4097,17.1198,0.017005,0.025800,13.5876,0.8020,324,0.3887,0.0257,0.7190,0.093149,235
PREDICTIVE-high-s15-seed61,PREDICTIVE,high,15.0,8,2,4,2000,medium,61,2000,3.2665,21.5378,0.017516,0.027121,14.8034,0.7685,372,0.3858,0.0272,0.7138,0.096141,249
PREDICTIVE-high-s15-seed59,PREDICTIVE,high,15.0,8,2,4,2000,medium,59,2000,2.2736,16.8236,0.016798,0.025637,13.1715,0.8090,323,0.4086,0.0273,0.7559,0.090816,257
PREDICTIVE-high-s15-seed60,PREDICTIVE,high,15.0,8,2,4,2000,medium,60,2000,2.0408,15.2329,0.017041,0.024958,13.2262,0.8220,315,0.3679,0.0259,0.6807,0.093212,262
