label,config,routing,requests,seed,n_finished,mean_ttft_s,p99_ttft_s,mean_tpot_s,p99_tpot_s,mean_e2e_s,slo_attainment,total_energy_kwh,joules_per_token,wall_ms
tp4x2-ROUND_ROBIN-r40-s50,tp4x2,ROUND_ROBIN,6000,50,6000,398.0440,772.5397,0.052352,0.064629,417.2685,0.0288,0.021879,0.0443,1173
tp4x2-ROUND_ROBIN-r40-s53,tp4x2,ROUND_ROBIN,6000,53,6000,395.0673,746.6781,0.052164,0.064629,414.2017,0.0267,0.021379,0.0431,1143
tp4x2-ROUND_ROBIN-r40-s52,tp4x2,ROUND_ROBIN,6000,52,6000,403.3886,761.3356,0.052119,0.064629,422.7797,0.0267,0.021587,0.0428,1162
tp4x2-ROUND_ROBIN-r40-s54,tp4x2,ROUND_ROBIN,6000,54,6000,395.7900,741.8976,0.052009,0.064629,414.8086,0.0247,0.021073,0.0427,1139
tp4x2-ROUND_ROBIN-r40-s56,tp4x2,ROUND_ROBIN,6000,56,6000,385.3124,738.8944,0.052011,0.064629,404.3205,0.0265,0.021600,0.0439,1138
tp4x2-ROUND_ROBIN-r40-s57,tp4x2,ROUND_ROBIN,6000,57,6000,401.7082,758.9193,0.052379,0.064629,421.1054,0.0268,0.021497,0.0430,1148
tp4x2-ROUND_ROBIN-r40-s55,tp4x2,ROUND_ROBIN,6000,55,6000,397.4073,749.9488,0.052286,0.064629,416.5896,0.0272,0.021324,0.0430,1151
tp4x2-ROUND_ROBIN-r40-s58,tp4x2,ROUND_ROBIN,6000,58,6000,398.0108,742.5139,0.051940,0.064629,417.1058,0.0250,0.021005,0.0423,1178
tp4x2-ROUND_ROBIN-r40-s59,tp4x2,ROUND_ROBIN,6000,59,6000,394.1239,746.9979,0.051875,0.064629,413.1862,0.0293,0.021332,0.0431,1187
tp4x2-ROUND_ROBIN-r40-s61,tp4x2,ROUND_ROBIN,6000,61,6000,395.9224,744.9212,0.052080,0.064629,415.0536,0.0292,0.021226,0.0430,1170
tp4x2-ROUND_ROBIN-r40-s60,tp4x2,ROUND_ROBIN,6000,60,6000,389.6842,743.5195,0.051837,0.064629,408.6332,0.0280,0.021320,0.0433,1174
mixed-SIZE_AWARE-r10-s45,mixed,SIZE_AWARE,1500,45,1500,4.6180,34.8478,0.019969,0.046081,13.7328,0.7800,0.070441,0.5721,214
mixed-SIZE_AWARE-r10-s44,mixed,SIZE_AWARE,1500,44,1500,4.4395,33.1521,0.020275,0.046081,13.6734,0.7707,0.069163,0.5637,214
mixed-SIZE_AWARE-r10-s42,mixed,SIZE_AWARE,1500,42,1500,4.2132,33.4263,0.021177,0.046081,14.0813,0.7887,0.069947,0.5627,222
mixed-SIZE_AWARE-r10-s43,mixed,SIZE_AWARE,1500,43,1500,7.7009,49.0228,0.021147,0.046081,17.4368,0.7273,0.068227,0.5394,229
mixed-SIZE_AWARE-r10-s49,mixed,SIZE_AWARE,1500,49,1500,5.4611,36.5724,0.021030,0.046081,15.3824,0.7507,0.071503,0.5649,210
mixed-SIZE_AWARE-r10-s48,mixed,SIZE_AWARE,1500,48,1500,5.5407,38.5142,0.021032,0.046081,15.1983,0.7387,0.071154,0.5741,213
mixed-SIZE_AWARE-r10-s46,mixed,SIZE_AWARE,1500,46,1500,3.8902,27.7330,0.020175,0.046081,12.9810,0.7547,0.072640,0.5906,215
mixed-SIZE_AWARE-r10-s47,mixed,SIZE_AWARE,1500,47,1500,2.0261,13.2737,0.019926,0.046081,11.1922,0.8100,0.074595,0.6122,214
mixed-SIZE_AWARE-r10-s52,mixed,SIZE_AWARE,1500,52,1500,2.9105,22.7494,0.019530,0.046081,11.9404,0.8393,0.074841,0.5950,203
mixed-SIZE_AWARE-r10-s50,mixed,SIZE_AWARE,1500,50,1500,4.3772,34.4561,0.020536,0.046081,13.7353,0.7787,0.071155,0.5795,206
mixed-SIZE_AWARE-r10-s53,mixed,SIZE_AWARE,1500,53,1500,6.1916,37.4763,0.021013,0.046081,15.8962,0.7253,0.071633,0.5720,229
mixed-SIZE_AWARE-r10-s51,mixed,SIZE_AWARE,1500,51,1500,5.2537,33.0818,0.020661,0.046081,14.8493,0.7680,0.071327,0.5699,225
mixed-SIZE_AWARE-r10-s54,mixed,SIZE_AWARE,1500,54,1500,4.2828,29.1019,0.021354,0.046081,14.4944,0.7893,0.072628,0.5803,204
mixed-SIZE_AWARE-r10-s55,mixed,SIZE_AWARE,1500,55,1500,2.8736,20.8808,0.020302,0.046081,12.1679,0.7980,0.071116,0.5856,216
mixed-SIZE_AWARE-r10-s56,mixed,SIZE_AWARE,1500,56,1500,2.7679,23.3448,0.019828,0.046081,11.6493,0.8133,0.076261,0.6253,211
mixed-SIZE_AWARE-r10-s57,mixed,SIZE_AWARE,1500,57,1500,5.2285,34.0819,0.020703,0.046081,14.8232,0.7787,0.069756,0.5607,200
mixed-SIZE_AWARE-r10-s60,mixed,SIZE_AWARE,1500,60,1500,4.6233,32.9629,0.019620,0.046081,13.4177,0.7920,0.068611,0.5622,209
mixed-SIZE_AWARE-r10-s61,mixed,SIZE_AWARE,1500,61,1500,3.8280,33.2250,0.020688,0.046081,13.4082,0.8073,0.071539,0.5745,214
mixed-SIZE_AWARE-r10-s59,mixed,SIZE_AWARE,1500,59,1500,4.9488,33.9619,0.019856,0.046081,14.0023,0.7700,0.072724,0.5847,214
mixed-SIZE_AWARE-r10-s58,mixed,SIZE_AWARE,1500,58,1500,5.0258,33.4601,0.020666,0.046081,14.5044,0.7553,0.070133,0.5648,239
mixed-SIZE_AWARE-r20-s44,mixed,SIZE_AWARE,3000,44,3000,65.4771,217.2228,0.032862,0.064608,81.0012,0.4067,0.043349,0.1755,373
mixed-SIZE_AWARE-r20-s43,mixed,SIZE_AWARE,3000,43,3000,65.1357,229.8986,0.032260,0.064595,80.6528,0.3993,0.044688,0.1786,375
mixed-SIZE_AWARE-r20-s42,mixed,SIZE_AWARE,3000,42,3000,68.9313,232.2145,0.033389,0.064614,84.8507,0.3987,0.043694,0.1737,380
mixed-SIZE_AWARE-r20-s45,mixed,SIZE_AWARE,3000,45,3000,64.8564,228.0831,0.032630,0.064613,80.3983,0.4090,0.043824,0.1770,385
mixed-SIZE_AWARE-r20-s48,mixed,SIZE_AWARE,3000,48,3000,63.1664,228.0010,0.032405,0.064604,78.6556,0.3960,0.045077,0.1814,365
mixed-SIZE_AWARE-r20-s47,mixed,SIZE_AWARE,3000,47,3000,64.9914,206.8479,0.033419,0.064617,80.7182,0.3927,0.044789,0.1810,386
mixed-SIZE_AWARE-r20-s46,mixed,SIZE_AWARE,3000,46,3000,59.4092,210.6538,0.032070,0.064577,74.6318,0.4120,0.045550,0.1847,380
mixed-SIZE_AWARE-r20-s49,mixed,SIZE_AWARE,3000,49,3000,68.9314,221.0666,0.033406,0.064615,84.9991,0.3907,0.045120,0.1787,391
mixed-SIZE_AWARE-r20-s51,mixed,SIZE_AWARE,3000,51,3000,67.3747,231.2376,0.033159,0.064613,83.3025,0.3917,0.044577,0.1764,362
mixed-SIZE_AWARE-r20-s53,mixed,SIZE_AWARE,3000,53,3000,62.1116,210.3068,0.032501,0.064609,77.5925,0.4073,0.045013,0.1817,358
mixed-SIZE_AWARE-r20-s50,mixed,SIZE_AWARE,3000,50,3000,64.2512,205.8204,0.032906,0.064617,79.7417,0.3993,0.044141,0.1802,375
mixed-SIZE_AWARE-r20-s52,mixed,SIZE_AWARE,3000,52,3000,67.3895,211.6973,0.033447,0.064617,83.2834,0.3910,0.044471,0.1779,383
mixed-SIZE_AWARE-r20-s56,mixed,SIZE_AWARE,3000,56,3000,54.5209,204.9371,0.031297,0.062634,69.3523,0.4143,0.046917,0.1928,368
mixed-SIZE_AWARE-r20-s57,mixed,SIZE_AWARE,3000,57,3000,66.1144,225.5792,0.032792,0.064608,81.7341,0.3960,0.044138,0.1764,384
mixed-SIZE_AWARE-r20-s55,mixed,SIZE_AWARE,3000,55,3000,63.8521,221.9897,0.032654,0.064606,79.3587,0.4030,0.044060,0.1776,389
mixed-SIZE_AWARE-r20-s54,mixed,SIZE_AWARE,3000,54,3000,62.2299,213.3944,0.032437,0.064610,77.6730,0.4127,0.044676,0.1807,393
mixed-SIZE_AWARE-r20-s59,mixed,SIZE_AWARE,3000,59,3000,60.3540,222.9184,0.031940,0.064463,75.6244,0.4037,0.045241,0.1822,363
mixed-SIZE_AWARE-r20-s60,mixed,SIZE_AWARE,3000,60,3000,56.3226,212.9771,0.031143,0.063248,71.1333,0.4333,0.044588,0.1826,375
mixed-SIZE_AWARE-r20-s58,mixed,SIZE_AWARE,3000,58,3000,63.9819,218.4525,0.032928,0.064610,79.5161,0.3993,0.044421,0.1799,385
mixed-SIZE_AWARE-r20-s61,mixed,SIZE_AWARE,3000,61,3000,62.1272,204.0792,0.032550,0.064610,77.5638,0.4037,0.045293,0.1842,368
mixed-SIZE_AWARE-r30-s44,mixed,SIZE_AWARE,4500,44,4500,153.2120,447.4490,0.058695,0.086653,173.8171,0.1027,0.039137,0.1059,515
mixed-SIZE_AWARE-r30-s45,mixed,SIZE_AWARE,4500,45,4500,158.1270,464.5571,0.056232,0.086653,178.6414,0.1402,0.041227,0.1107,530
mixed-SIZE_AWARE-r30-s42,mixed,SIZE_AWARE,4500,42,4500,160.5602,472.0355,0.053088,0.079506,180.8486,0.1373,0.042776,0.1131,553
mixed-SIZE_AWARE-r30-s43,mixed,SIZE_AWARE,4500,43,4500,152.8383,477.5918,0.052857,0.081813,172.7814,0.1736,0.043437,0.1162,604
mixed-SIZE_AWARE-r30-s46,mixed,SIZE_AWARE,4500,46,4500,146.4904,439.0960,0.055826,0.086653,166.6287,0.1000,0.042558,0.1151,543
mixed-SIZE_AWARE-r30-s47,mixed,SIZE_AWARE,4500,47,4500,155.8215,463.3785,0.052286,0.075126,175.7112,0.1538,0.042745,0.1145,523
mixed-SIZE_AWARE-r30-s48,mixed,SIZE_AWARE,4500,48,4500,151.1581,461.5692,0.051657,0.086653,170.8602,0.2213,0.042978,0.1155,529
mixed-SIZE_AWARE-r30-s49,mixed,SIZE_AWARE,4500,49,4500,158.5670,464.0511,0.046475,0.064622,177.7490,0.3271,0.043170,0.1145,559
mixed-SIZE_AWARE-r30-s52,mixed,SIZE_AWARE,4500,52,4500,155.8197,452.4687,0.056399,0.086653,176.4567,0.1118,0.043188,0.1148,530
mixed-SIZE_AWARE-r30-s51,mixed,SIZE_AWARE,4500,51,4500,162.2485,476.9560,0.048394,0.064620,181.8534,0.2518,0.042579,0.1123,543
mixed-SIZE_AWARE-r30-s50,mixed,SIZE_AWARE,4500,50,4500,152.2608,454.0009,0.056417,0.086653,172.5940,0.1280,0.042242,0.1144,588
mixed-SIZE_AWARE-r30-s53,mixed,SIZE_AWARE,4500,53,4500,149.0128,443.0253,0.052949,0.086653,168.7578,0.1864,0.042207,0.1141,560
mixed-SIZE_AWARE-r30-s54,mixed,SIZE_AWARE,4500,54,4500,149.9928,447.9653,0.055598,0.086653,170.1484,0.1696,0.040613,0.1099,509
mixed-SIZE_AWARE-r30-s55,mixed,SIZE_AWARE,4500,55,4500,153.2938,457.0439,0.059410,0.086653,174.1423,0.0956,0.041036,0.1106,529
mixed-SIZE_AWARE-r30-s56,mixed,SIZE_AWARE,4500,56,4500,145.9086,441.3848,0.050757,0.081975,165.2768,0.2127,0.043724,0.1191,540
mixed-SIZE_AWARE-r30-s57,mixed,SIZE_AWARE,4500,57,4500,156.9338,469.3308,0.049980,0.081195,176.4903,0.2391,0.042492,0.1130,573
mixed-SIZE_AWARE-r30-s58,mixed,SIZE_AWARE,4500,58,4500,157.4287,471.4584,0.053959,0.086288,177.6235,0.1431,0.042502,0.1137,511
mixed-SIZE_AWARE-r30-s59,mixed,SIZE_AWARE,4500,59,4500,155.3276,472.4072,0.054738,0.086653,175.4881,0.1396,0.041951,0.1125,537
mixed-SIZE_AWARE-r30-s60,mixed,SIZE_AWARE,4500,60,4500,145.4224,438.9876,0.060204,0.086653,166.1638,0.0758,0.039022,0.1056,518
mixed-SIZE_AWARE-r30-s61,mixed,SIZE_AWARE,4500,61,4500,152.1253,452.1610,0.056732,0.086653,172.6107,0.1169,0.043204,0.1166,526
mixed-SIZE_AWARE-r40-s42,mixed,SIZE_AWARE,6000,42,6000,255.1521,718.2577,0.064605,0.086653,277.7161,0.0333,0.032312,0.0641,734
mixed-SIZE_AWARE-r40-s43,mixed,SIZE_AWARE,6000,43,6000,243.1368,710.6313,0.064964,0.086653,265.3681,0.0313,0.032199,0.0648,763
mixed-SIZE_AWARE-r40-s44,mixed,SIZE_AWARE,6000,44,6000,242.8247,679.1234,0.064919,0.086653,264.8737,0.0355,0.031152,0.0634,790
mixed-SIZE_AWARE-r40-s45,mixed,SIZE_AWARE,6000,45,6000,250.6334,702.4737,0.064438,0.086653,272.8668,0.0377,0.031667,0.0639,818
mixed-SIZE_AWARE-r40-s46,mixed,SIZE_AWARE,6000,46,6000,245.0993,692.4628,0.064525,0.086653,267.3598,0.0355,0.032015,0.0644,742
mixed-SIZE_AWARE-r40-s47,mixed,SIZE_AWARE,6000,47,6000,249.3695,715.7100,0.064363,0.086653,271.6382,0.0385,0.032299,0.0648,756
mixed-SIZE_AWARE-r40-s48,mixed,SIZE_AWARE,6000,48,6000,245.1776,718.7126,0.064855,0.086653,267.4163,0.0325,0.032241,0.0651,760
mixed-SIZE_AWARE-r40-s49,mixed,SIZE_AWARE,6000,49,6000,252.9033,717.9005,0.064456,0.086653,275.3312,0.0347,0.032596,0.0651,799
mixed-SIZE_AWARE-r40-s50,mixed,SIZE_AWARE,6000,50,6000,247.8641,694.8147,0.064958,0.086653,270.1250,0.0288,0.031865,0.0645,751
mixed-SIZE_AWARE-r40-s51,mixed,SIZE_AWARE,6000,51,6000,249.2517,712.1748,0.064088,0.086653,271.4944,0.0415,0.032431,0.0650,776
mixed-SIZE_AWARE-r40-s52,mixed,SIZE_AWARE,6000,52,6000,253.0276,724.1660,0.064048,0.086653,275.4645,0.0397,0.032377,0.0642,752
mixed-SIZE_AWARE-r40-s53,mixed,SIZE_AWARE,6000,53,6000,245.8321,685.4891,0.064416,0.086653,267.9911,0.0362,0.032212,0.0650,748
mixed-SIZE_AWARE-r40-s54,mixed,SIZE_AWARE,6000,54,6000,241.7753,693.7480,0.064857,0.086653,263.8701,0.0343,0.031553,0.0640,743
mixed-SIZE_AWARE-r40-s55,mixed,SIZE_AWARE,6000,55,6000,245.1993,702.6789,0.064827,0.086653,267.4171,0.0345,0.031534,0.0637,746
mixed-SIZE_AWARE-r40-s56,mixed,SIZE_AWARE,6000,56,6000,239.6142,680.5945,0.064223,0.086653,261.6394,0.0415,0.032659,0.0664,813
mixed-SIZE_AWARE-r40-s57,mixed,SIZE_AWARE,6000,57,6000,249.5700,713.1287,0.064621,0.086653,271.9017,0.0365,0.032602,0.0652,748
mixed-SIZE_AWARE-r40-s58,mixed,SIZE_AWARE,6000,58,6000,248.4801,719.9759,0.064501,0.086653,270.7149,0.0345,0.032103,0.0646,742
mixed-SIZE_AWARE-r40-s59,mixed,SIZE_AWARE,6000,59,6000,247.0538,718.8246,0.064084,0.086653,269.1208,0.0400,0.032012,0.0646,792
mixed-SIZE_AWARE-r40-s60,mixed,SIZE_AWARE,6000,60,6000,238.4449,687.9806,0.065156,0.086653,260.5393,0.0307,0.031323,0.0636,743
mixed-SIZE_AWARE-r40-s61,mixed,SIZE_AWARE,6000,61,6000,244.0897,686.3677,0.064511,0.086653,266.2288,0.0370,0.031963,0.0648,720
mixed-ROUND_ROBIN-r10-s42,mixed,ROUND_ROBIN,1500,42,1500,12.0526,66.4293,0.042053,0.086653,30.3869,0.5373,0.071417,0.5745,196
mixed-ROUND_ROBIN-r10-s43,mixed,ROUND_ROBIN,1500,43,1500,14.5602,69.0011,0.042718,0.086653,33.7087,0.5260,0.071454,0.5649,200
mixed-ROUND_ROBIN-r10-s44,mixed,ROUND_ROBIN,1500,44,1500,14.9177,70.8598,0.042972,0.086653,33.9392,0.5233,0.070011,0.5706,200
mixed-ROUND_ROBIN-r10-s45,mixed,ROUND_ROBIN,1500,45,1500,12.9049,67.6311,0.042131,0.086653,31.5166,0.5373,0.072889,0.5920,212
mixed-ROUND_ROBIN-r10-s46,mixed,ROUND_ROBIN,1500,46,1500,9.5651,52.3792,0.042907,0.086653,27.4859,0.5233,0.075275,0.6120,202
mixed-ROUND_ROBIN-r10-s47,mixed,ROUND_ROBIN,1500,47,1500,13.6517,60.3592,0.043058,0.086653,32.3379,0.5240,0.073116,0.6001,205
mixed-ROUND_ROBIN-r10-s48,mixed,ROUND_ROBIN,1500,48,1500,12.7889,61.0501,0.043514,0.086653,31.6834,0.5173,0.073594,0.5938,204
mixed-ROUND_ROBIN-r10-s49,mixed,ROUND_ROBIN,1500,49,1500,13.6987,70.0691,0.043316,0.086653,32.9382,0.5167,0.073758,0.5827,231
mixed-ROUND_ROBIN-r10-s50,mixed,ROUND_ROBIN,1500,50,1500,10.8937,54.7163,0.042373,0.086653,28.8432,0.5280,0.073306,0.5970,203
mixed-ROUND_ROBIN-r10-s51,mixed,ROUND_ROBIN,1500,51,1500,11.7371,64.8665,0.041953,0.086653,30.0773,0.5393,0.074439,0.5947,223
mixed-ROUND_ROBIN-r10-s52,mixed,ROUND_ROBIN,1500,52,1500,13.8758,68.6448,0.042621,0.086653,33.0656,0.5320,0.074847,0.5951,230
mixed-ROUND_ROBIN-r10-s53,mixed,ROUND_ROBIN,1500,53,1500,11.2056,55.7068,0.042931,0.086653,29.8678,0.5227,0.075353,0.6018,207
mixed-ROUND_ROBIN-r10-s54,mixed,ROUND_ROBIN,1500,54,1500,12.0278,68.9771,0.042371,0.086653,30.8419,0.5293,0.074207,0.5930,217
mixed-ROUND_ROBIN-r10-s55,mixed,ROUND_ROBIN,1500,55,1500,13.2316,61.7277,0.043120,0.086653,31.7277,0.5153,0.070849,0.5834,201
mixed-ROUND_ROBIN-r10-s56,mixed,ROUND_ROBIN,1500,56,1500,9.2486,47.1429,0.042342,0.086653,27.1681,0.5333,0.077128,0.6324,190
mixed-ROUND_ROBIN-r10-s58,mixed,ROUND_ROBIN,1500,58,1500,14.0772,66.0962,0.043396,0.086653,33.0113,0.5140,0.072047,0.5802,212
mixed-ROUND_ROBIN-r10-s57,mixed,ROUND_ROBIN,1500,57,1500,13.7719,64.3672,0.041950,0.086653,32.3718,0.5413,0.071497,0.5747,223
mixed-ROUND_ROBIN-r10-s59,mixed,ROUND_ROBIN,1500,59,1500,11.0236,51.4406,0.042827,0.086653,29.2050,0.5260,0.075670,0.6084,205
mixed-ROUND_ROBIN-r10-s60,mixed,ROUND_ROBIN,1500,60,1500,11.3392,60.8219,0.041309,0.086653,29.0785,0.5453,0.070636,0.5788,203
mixed-ROUND_ROBIN-r10-s61,mixed,ROUND_ROBIN,1500,61,1500,12.9274,62.2758,0.042915,0.086653,31.6725,0.5307,0.072145,0.5793,217
mixed-ROUND_ROBIN-r20-s42,mixed,ROUND_ROBIN,3000,42,3000,79.2438,286.7107,0.055448,0.086653,103.8475,0.2837,0.059668,0.2372,342
mixed-ROUND_ROBIN-r20-s43,mixed,ROUND_ROBIN,3000,43,3000,79.3647,287.2299,0.055271,0.086653,103.7745,0.2927,0.061111,0.2442,374
mixed-ROUND_ROBIN-r20-s44,mixed,ROUND_ROBIN,3000,44,3000,80.9419,288.9195,0.055424,0.086653,105.2326,0.2880,0.058866,0.2384,379
mixed-ROUND_ROBIN-r20-s45,mixed,ROUND_ROBIN,3000,45,3000,78.4066,287.0817,0.055238,0.086653,102.7358,0.2907,0.059686,0.2411,335
mixed-ROUND_ROBIN-r20-s46,mixed,ROUND_ROBIN,3000,46,3000,71.9401,273.2138,0.055674,0.086653,95.9316,0.2930,0.062709,0.2543,346
mixed-ROUND_ROBIN-r20-s47,mixed,ROUND_ROBIN,3000,47,3000,76.9692,278.8495,0.055430,0.086653,101.1578,0.2837,0.061726,0.2495,341
mixed-ROUND_ROBIN-r20-s48,mixed,ROUND_ROBIN,3000,48,3000,77.2965,295.1040,0.055582,0.086653,101.7761,0.2873,0.061985,0.2494,336
mixed-ROUND_ROBIN-r20-s49,mixed,ROUND_ROBIN,3000,49,3000,81.3274,296.7501,0.055408,0.086653,106.3242,0.2870,0.061621,0.2440,330
mixed-ROUND_ROBIN-r20-s50,mixed,ROUND_ROBIN,3000,50,3000,74.8054,271.9099,0.055820,0.086653,98.9216,0.2873,0.060952,0.2489,362
mixed-ROUND_ROBIN-r20-s52,mixed,ROUND_ROBIN,3000,52,3000,80.5433,294.7103,0.055220,0.086653,105.1897,0.2887,0.061367,0.2454,346
mixed-ROUND_ROBIN-r20-s51,mixed,ROUND_ROBIN,3000,51,3000,77.0297,289.6445,0.055689,0.086653,101.7344,0.2893,0.061618,0.2438,357
mixed-ROUND_ROBIN-r20-s53,mixed,ROUND_ROBIN,3000,53,3000,77.4415,281.3990,0.055436,0.086653,101.8634,0.2823,0.060539,0.2444,347
mixed-ROUND_ROBIN-r20-s54,mixed,ROUND_ROBIN,3000,54,3000,78.2660,285.6488,0.055361,0.086653,102.5461,0.2887,0.060407,0.2443,345
mixed-ROUND_ROBIN-r20-s55,mixed,ROUND_ROBIN,3000,55,3000,77.5227,281.1874,0.055442,0.086653,101.5589,0.2837,0.060239,0.2428,356
mixed-ROUND_ROBIN-r20-s56,mixed,ROUND_ROBIN,3000,56,3000,71.6156,271.2713,0.055095,0.086653,95.2028,0.2903,0.063861,0.2624,355
mixed-ROUND_ROBIN-r20-s57,mixed,ROUND_ROBIN,3000,57,3000,79.0557,284.6071,0.055101,0.086653,103.4765,0.2907,0.060782,0.2429,328
mixed-ROUND_ROBIN-r20-s58,mixed,ROUND_ROBIN,3000,58,3000,78.3791,279.1188,0.055254,0.086653,102.5136,0.2900,0.060299,0.2443,342
mixed-ROUND_ROBIN-r20-s59,mixed,ROUND_ROBIN,3000,59,3000,76.0345,279.8595,0.055213,0.086653,100.1317,0.2877,0.060941,0.2454,344
mixed-ROUND_ROBIN-r20-s60,mixed,ROUND_ROBIN,3000,60,3000,74.0111,275.5247,0.055262,0.086653,97.6694,0.2883,0.059585,0.2440,342
mixed-ROUND_ROBIN-r20-s61,mixed,ROUND_ROBIN,3000,61,3000,78.2381,278.3127,0.055304,0.086653,102.5808,0.2860,0.061451,0.2499,345
mixed-ROUND_ROBIN-r30-s42,mixed,ROUND_ROBIN,4500,42,4500,162.3074,507.2957,0.061942,0.086653,189.7603,0.0640,0.037110,0.0981,543
mixed-ROUND_ROBIN-r30-s43,mixed,ROUND_ROBIN,4500,43,4500,158.1531,503.9067,0.061567,0.086653,185.1023,0.0613,0.037101,0.0992,538
mixed-ROUND_ROBIN-r30-s44,mixed,ROUND_ROBIN,4500,44,4500,160.8001,507.9892,0.061695,0.086653,187.6924,0.0682,0.036222,0.0980,555
mixed-ROUND_ROBIN-r30-s45,mixed,ROUND_ROBIN,4500,45,4500,160.6685,515.0292,0.061589,0.086653,187.9430,0.0693,0.036357,0.0976,528
mixed-ROUND_ROBIN-r30-s46,mixed,ROUND_ROBIN,4500,46,4500,153.5092,496.9133,0.061736,0.086653,180.2619,0.0536,0.036394,0.0984,503
mixed-ROUND_ROBIN-r30-s48,mixed,ROUND_ROBIN,4500,48,4500,157.6208,512.5294,0.061467,0.086653,184.5535,0.0624,0.036979,0.0994,510
mixed-ROUND_ROBIN-r30-s47,mixed,ROUND_ROBIN,4500,47,4500,157.3316,500.6319,0.061620,0.086653,184.2620,0.0671,0.037118,0.0994,520
mixed-ROUND_ROBIN-r30-s49,mixed,ROUND_ROBIN,4500,49,4500,163.3240,521.0186,0.061645,0.086653,190.8434,0.0729,0.037775,0.1002,551
mixed-ROUND_ROBIN-r30-s50,mixed,ROUND_ROBIN,4500,50,4500,156.2786,501.9064,0.061736,0.086653,183.2029,0.0547,0.035576,0.0963,573
mixed-ROUND_ROBIN-r30-s51,mixed,ROUND_ROBIN,4500,51,4500,160.3795,516.0041,0.061543,0.086653,187.7105,0.0627,0.036262,0.0957,530
mixed-ROUND_ROBIN-r30-s52,mixed,ROUND_ROBIN,4500,52,4500,161.0287,509.0762,0.061797,0.086653,188.3718,0.0756,0.038377,0.1020,553
mixed-ROUND_ROBIN-r30-s53,mixed,ROUND_ROBIN,4500,53,4500,157.7244,494.9431,0.061803,0.086653,184.5492,0.0696,0.037610,0.1017,603
mixed-ROUND_ROBIN-r30-s54,mixed,ROUND_ROBIN,4500,54,4500,158.7754,507.8059,0.061738,0.086653,185.7130,0.0733,0.037153,0.1006,497
mixed-ROUND_ROBIN-r30-s55,mixed,ROUND_ROBIN,4500,55,4500,157.4454,503.0271,0.061643,0.086653,184.2593,0.0696,0.036597,0.0986,518
mixed-ROUND_ROBIN-r30-s56,mixed,ROUND_ROBIN,4500,56,4500,150.0948,489.0322,0.061539,0.086653,176.7204,0.0800,0.039572,0.1078,531
mixed-ROUND_ROBIN-r30-s57,mixed,ROUND_ROBIN,4500,57,4500,158.9831,504.8961,0.061655,0.086653,186.0540,0.0644,0.037853,0.1007,558
mixed-ROUND_ROBIN-r30-s58,mixed,ROUND_ROBIN,4500,58,4500,159.1870,499.8565,0.061884,0.086653,186.3722,0.0611,0.037873,0.1013,516
mixed-ROUND_ROBIN-r30-s59,mixed,ROUND_ROBIN,4500,59,4500,156.6942,508.8795,0.061590,0.086653,183.6786,0.0829,0.037985,0.1019,558
mixed-ROUND_ROBIN-r30-s60,mixed,ROUND_ROBIN,4500,60,4500,153.1736,496.2250,0.061586,0.086653,179.8442,0.0640,0.036706,0.0993,553
mixed-ROUND_ROBIN-r30-s61,mixed,ROUND_ROBIN,4500,61,4500,158.4157,501.6620,0.061864,0.086653,185.6154,0.0716,0.039633,0.1069,583
mixed-ROUND_ROBIN-r40-s42,mixed,ROUND_ROBIN,6000,42,6000,251.9975,729.6958,0.064304,0.086653,280.2127,0.0327,0.030329,0.0602,697
mixed-ROUND_ROBIN-r40-s43,mixed,ROUND_ROBIN,6000,43,6000,245.9584,726.4577,0.063952,0.086653,273.6662,0.0308,0.030123,0.0606,756
mixed-ROUND_ROBIN-r40-s44,mixed,ROUND_ROBIN,6000,44,6000,248.2794,723.4633,0.064127,0.086653,275.8725,0.0322,0.029447,0.0599,759
mixed-ROUND_ROBIN-r40-s45,mixed,ROUND_ROBIN,6000,45,6000,251.1651,740.3628,0.064317,0.086653,279.1981,0.0363,0.029902,0.0603,769
mixed-ROUND_ROBIN-r40-s46,mixed,ROUND_ROBIN,6000,46,6000,243.9059,724.4241,0.064216,0.086653,271.7186,0.0278,0.030141,0.0606,746
mixed-ROUND_ROBIN-r40-s47,mixed,ROUND_ROBIN,6000,47,6000,246.9134,734.4548,0.064114,0.086653,274.7832,0.0317,0.030025,0.0602,711
mixed-ROUND_ROBIN-r40-s48,mixed,ROUND_ROBIN,6000,48,6000,247.4027,735.3532,0.064134,0.086653,275.1841,0.0307,0.030067,0.0607,770
mixed-ROUND_ROBIN-r40-s49,mixed,ROUND_ROBIN,6000,49,6000,252.9364,741.5887,0.064041,0.086653,281.1185,0.0355,0.030369,0.0607,716
mixed-ROUND_ROBIN-r40-s50,mixed,ROUND_ROBIN,6000,50,6000,246.6470,729.4444,0.064546,0.086653,274.5873,0.0308,0.029843,0.0604,718
mixed-ROUND_ROBIN-r40-s51,mixed,ROUND_ROBIN,6000,51,6000,252.0009,734.0805,0.064380,0.086653,279.9972,0.0313,0.029480,0.0590,727
mixed-ROUND_ROBIN-r40-s52,mixed,ROUND_ROBIN,6000,52,6000,249.9375,740.9211,0.063885,0.086653,278.0363,0.0330,0.030688,0.0608,743
