timestamp_unix_ms,gpu,power_w,mem_used_mib,sm_util_pct
1783316753203,0,16.01,13087,100
1783316753403,0,16.01,13087,100
1783316753603,0,16.01,13087,100
1783316753803,0,16.08,13087,100
1783316754003,0,16.08,13087,100
1783316754204,0,16.09,13087,100
1783316754404,0,16.09,13087,100
1783316754604,0,16.09,13087,100
1783316754804,0,16.11,13087,100
1783316755004,0,16.11,13087,100
1783316755204,0,16.12,13087,100
1783316755405,0,16.12,13087,100
1783316755605,0,16.12,13087,100
1783316755805,0,16.13,13087,100
1783316756005,0,16.13,13087,100
1783316756205,0,16.19,13087,100
1783316756406,0,16.19,13087,100
1783316756606,0,16.19,13087,100
1783316756806,0,16.26,13087,100
1783316757006,0,16.26,13087,100
1783316757206,0,16.24,13087,100
1783316757406,0,16.24,13087,100
1783316757607,0,16.24,13087,100
1783316757807,0,16.17,13087,100
1783316758007,0,16.17,13087,100
1783316758207,0,16.16,13087,100
1783316758407,0,16.16,13087,100
1783316758607,0,16.16,13087,100
1783316758808,0,16.16,13087,100
1783316759008,0,16.16,13087,100
1783316759208,0,16.17,13087,100
1783316759408,0,16.17,13087,100
1783316759608,0,16.17,13087,100
1783316759808,0,16.17,13087,100
1783316760009,0,16.17,13087,100
1783316760209,0,16.18,13087,100
1783316760409,0,16.18,13087,100
1783316760609,0,16.18,13087,100
1783316760809,0,16.19,13087,100
1783316761009,0,16.19,13087,100
1783316761210,0,16.19,13087,100
1783316761410,0,16.2,13087,100
1783316761610,0,16.2,13087,100
1783316761810,0,16.21,13087,100
1783316762010,0,16.21,13087,100
1783316762210,0,16.21,13087,100
1783316762410,0,16.23,13087,100
1783316762611,0,16.23,13087,100
1783316762811,0,16.25,13087,100
1783316763011,0,16.25,13087,100
1783316763211,0,16.25,13087,100
1783316763412,0,16.27,13087,100
1783316763612,0,16.27,13087,100
1783316763812,0,15.89,13087,100
1783316764012,0,15.89,13087,100
1783316764212,0,15.89,13087,100
1783316764413,0,15.77,13087,100
1783316764613,0,15.77,13087,100
1783316764813,0,15.99,13087,100
1783316765013,0,15.99,13087,100
1783316765213,0,15.99,13087,100
1783316765413,0,15.92,13087,100
1783316765614,0,15.92,13087,100
1783316765814,0,15.92,13087,100
1783316766014,0,15.92,13087,100
1783316766214,0,15.92,13087,100
1783316766414,0,15.92,13087,100
1783316766615,0,15.92,13087,100
1783316766815,0,15.94,13087,100
1783316767015,0,15.94,13087,100
1783316767215,0,15.94,13087,100
1783316767415,0,15.95,13087,100
1783316767616,0,15.95,13087,100
1783316767816,0,15.93,13087,100
1783316768016,0,15.93,13087,100
1783316768216,0,15.93,13087,100
1783316768416,0,15.94,13087,100
1783316768616,0,15.94,13087,100
1783316768817,0,15.95,13087,100
1783316769017,0,15.95,13087,100
1783316769217,0,15.95,13087,100
1783316769417,0,15.95,13087,100
1783316769617,0,15.95,13087,100
1783316769818,0,15.95,13087,100
1783316770018,0,15.95,13087,100
1783316770218,0,15.95,13087,100
1783316770418,0,15.94,13087,100
1783316770618,0,15.94,13087,100
1783316770819,0,15.94,13087,100
1783316771019,0,15.94,13087,100
1783316771219,0,15.94,13087,100
1783316771419,0,15.94,13087,100
1783316771619,0,15.94,13087,100
1783316771819,0,15.97,13087,100
1783316772020,0,15.97,13087,100
1783316772220,0,15.97,13087,100
1783316772420,0,15.98,13087,100
1783316772620,0,15.98,13087,100
1783316772820,0,15.98,13087,100
1783316773020,0,15.98,13087,100
1783316773221,0,15.98,13087,100
1783316773421,0,15.98,13087,100
1783316773621,0,15.98,13087,100
1783316773821,0,16.01,13087,100
1783316774021,0,16.01,13087,100
1783316774222,0,16.01,13087,100
1783316774422,0,16.01,13087,100
1783316774622,0,16.01,13087,100
1783316774822,0,16.0,13087,100
1783316775023,0,16.0,13087,100
1783316775223,0,16.0,13087,100
1783316775423,0,16.05,13087,100
1783316775623,0,16.05,13087,100
1783316775823,0,16.13,13087,100
1783316776024,0,16.13,13087,100
1783316776224,0,16.13,13087,100
1783316776424,0,16.1,13087,100
1783316776624,0,16.1,13087,100
1783316776824,0,16.06,13087,100
1783316777024,0,16.06,13087,100
1783316777225,0,16.06,13087,100
1783316777425,0,16.03,13087,100
1783316777625,0,16.03,13087,100
1783316777825,0,16.03,13087,100
1783316778025,0,16.03,13087,100
1783316778225,0,16.03,13087,100
1783316778426,0,16.03,13087,100
1783316778626,0,16.03,13087,100
1783316778826,0,16.02,13087,100
1783316779026,0,16.02,13087,100
1783316779227,0,16.02,13087,100
1783316779427,0,16.02,13087,100
1783316779627,0,16.02,13087,100
1783316779827,0,16.01,13087,100
1783316780027,0,16.01,13087,100
1783316780227,0,16.01,13087,100
1783316780428,0,16.04,13087,100
1783316780628,0,16.04,13087,100
1783316780828,0,16.05,13087,100
1783316781028,0,16.05,13087,100
1783316781228,0,16.05,13087,100
1783316781429,0,16.03,13087,100
1783316781629,0,16.03,13087,100
1783316781829,0,16.03,13087,100
1783316782029,0,16.05,13087,100
1783316782229,0,16.05,13087,100
1783316782429,0,16.07,13087,100
1783316782630,0,16.07,13087,100
1783316782830,0,16.07,13087,100
1783316783030,0,16.08,13087,100
1783316783230,0,16.08,13087,100
1783316783430,0,16.09,13087,100
1783316783631,0,16.09,13087,100
1783316783831,0,16.09,13087,100
1783316784031,0,16.07,13087,100
1783316784231,0,16.07,13087,100
1783316784431,0,16.07,13087,100
1783316784632,0,16.07,13087,100
1783316784832,0,16.07,13087,100
1783316785032,0,16.08,13087,100
1783316785232,0,16.08,13087,100
1783316785432,0,16.07,13087,100
1783316785632,0,16.07,13087,100
1783316785833,0,16.07,13087,100
1783316786033,0,16.07,13087,100
1783316786233,0,16.07,13087,100
1783316786433,0,16.06,13087,100
1783316786633,0,16.06,13087,100
1783316786834,0,16.06,13087,100
1783316787034,0,16.12,13087,100
1783316787234,0,16.12,13087,100
1783316787434,0,16.15,13087,100
1783316787634,0,16.15,13087,100
1783316787835,0,16.15,13087,100
1783316788035,0,16.18,13087,100
1783316788235,0,16.18,13087,100
1783316788435,0,16.17,13087,100
1783316788635,0,16.17,13087,100
1783316788835,0,16.17,13087,100
1783316789036,0,16.12,13087,100
1783316789236,0,16.12,13087,100
1783316789436,0,16.12,13087,100
1783316789636,0,16.12,13087,100
1783316789836,0,16.12,13087,100
1783316790037,0,16.1,13087,100
1783316790237,0,16.1,13087,100
1783316790437,0,16.1,13087,100
1783316790637,0,16.1,13087,100
1783316790837,0,16.1,13087,100
1783316791038,0,16.1,13087,100
1783316791238,0,16.1,13087,100
1783316791438,0,16.1,13087,100
1783316791638,0,16.1,13087,100
1783316791838,0,16.1,13087,100
1783316792039,0,16.13,13087,100
1783316792239,0,16.13,13087,100
1783316792439,0,16.15,13087,100
1783316792639,0,16.15,13087,100
1783316792839,0,16.15,13087,100
1783316793040,0,16.15,13087,100
1783316793240,0,16.15,13087,100
1783316793440,0,16.14,13087,100
1783316793640,0,16.14,13087,100
1783316793840,0,16.14,13087,100
1783316794041,0,16.13,13087,100
1783316794241,0,16.13,13087,100
1783316794441,0,16.15,13087,100
1783316794641,0,16.15,13087,100
1783316794841,0,16.15,13087,100
1783316795042,0,16.16,13087,100
1783316795242,0,16.16,13087,100
1783316795442,0,16.15,13087,100
1783316795642,0,16.15,13087,100
1783316795842,0,16.15,13087,100
1783316796042,0,16.14,13087,100
1783316796243,0,16.14,13087,100
1783316796443,0,16.14,13087,100
1783316796643,0,16.14,13087,100
1783316796843,0,16.14,13087,100
1783316797043,0,16.15,13087,100
1783316797244,0,16.15,13087,100
1783316797444,0,16.15,13087,100
1783316797644,0,16.15,13087,100
1783316797844,0,16.15,13087,100
1783316798044,0,16.14,13087,100
1783316798245,0,16.14,13087,100
1783316798445,0,16.14,13087,100
1783316798645,0,16.14,13087,100
1783316798845,0,16.14,13087,100
1783316799045,0,15.89,13087,100
1783316799246,0,15.89,13087,100
1783316799446,0,15.89,13087,100
1783316799646,0,15.98,13087,100
1783316799846,0,15.98,13087,100
1783316800046,0,16.32,13087,100
1783316800247,0,16.32,13087,100
1783316800447,0,16.32,13087,100
1783316800647,0,16.27,13087,100
1783316800847,0,16.27,13087,100
1783316801047,0,16.27,13087,100
1783316801247,0,16.27,13087,100
1783316801448,0,16.27,13087,100
1783316801648,0,16.27,13087,100
1783316801848,0,16.27,13087,100
1783316802048,0,16.28,13087,100
1783316802248,0,16.28,13087,100
1783316802449,0,16.28,13087,100
1783316802649,0,16.28,13087,100
1783316802849,0,16.28,13087,100
1783316803049,0,16.28,13087,100
1783316803249,0,16.28,13087,100
1783316803450,0,16.28,13087,100
1783316803650,0,16.28,13087,100
1783316803850,0,16.28,13087,100
1783316804050,0,16.28,13087,100
1783316804250,0,16.28,13087,100
1783316804451,0,16.28,13087,100
1783316804651,0,16.31,13087,100
1783316804851,0,16.31,13087,100
1783316805051,0,16.31,13087,100
