prefill_e2e_time,decode_time_execution_plus_preemption_normalized
0.1381125166336914,0.0114056876851517
0.1626213868537132,0.0113508269122152
0.237973966733195,0.0115756747737298
0.1455356673436316,0.0121017622335421
0.176336475001527,0.0116583452676854
0.274132069704228,0.0115116630658649
0.2484702932026401,0.0113304726274691
0.1525316180541764,0.0118390265137817
0.2013624055228291,0.011547442099011
0.2025608380776198,0.0114892872478405
0.1533708397582813,0.0113347949342041
0.2484905377414996,0.011205998656564
0.2649593736112265,0.0119687741850079
0.213689376766986,0.011589880695137
0.2635583855443855,0.0117788418506411
0.2790152990528938,0.0116835744374216
0.2923363226991071,0.0111121581998426
0.1663706916025091,0.0118428070380038
0.2205249536311271,0.0118648893687234
0.2091077200439883,0.0115574673828536
0.2724053898456731,0.0119964464455046
0.17292593524256,0.0111907221633924
0.212232152555444,0.0108745554030697
0.2493622773336312,0.0110214400251451
0.1471373439580077,0.0108015036376759
0.1891580073298797,0.0115827373591744
0.1728654017032198,0.01148233215857
0.2401971532428604,0.0116144223393971
0.2544736437501882,0.0114325285032286
0.1693929294410452,0.0113010000497538
0.2380762767847386,0.0115740909062675
0.2132194660275388,0.0120159838121323
0.167633014288512,0.0120787639336962
0.1481727253869706,0.0120649991220053
0.1677550855431206,0.0118659536748342
0.2088342476560569,0.0115373891920488
0.2209262694461244,0.0110833115610208
0.1376722721085741,0.011238661388328
0.2415167460387408,0.011453459708322
0.1985746886645074,0.012004058874732
0.1772574329193048,0.0112711328369917
0.4246495498973957,0.0110738153629928
0.1575590241669715,0.0107654571102034
0.1850114718413635,0.012541096946306
0.1696821786020734,0.0108437811216677
0.2237512678173914,0.0129140542997165
0.2001743846397801,0.0116860145367036
0.1781562923298736,0.0118313030115408
0.2235217847053547,0.0113405949903131
0.2294599882115449,0.0120421271509747
0.2248905355358488,0.0115790008521312
0.2515398841978822,0.0110114396072171
0.2312435113837239,0.011144750904232
0.2126095671793564,0.0121495591933037
0.2337139376681136,0.0118542932463953
0.1698313289347481,0.0119373313040374
0.2527709329147285,0.011601845463523
0.1489066649214407,0.0112199297812342
0.141039648175564,0.0117982709425728
