id,input_len,output_len,ttft_sec,tpot_sec,e2e_sec,energy_j,carbon_g,ttft_ok,tpot_ok
1033,2914,309,0.265921,0.012445,4.335331,58.116253,0.007055,true,true
1034,2592,303,0.241359,0.012427,3.994354,53.597449,0.006506,true,true
1032,2706,637,0.254337,0.012217,8.525481,118.122272,0.014339,true,true
1035,1677,732,0.154626,0.011981,9.532356,133.925708,0.016257,true,true
1037,2471,264,0.228943,0.012372,3.678016,49.257085,0.005979,true,true
1036,2172,591,0.207933,0.012285,8.295213,115.496475,0.014020,true,true
1038,2133,567,0.207121,0.012293,7.583444,105.343124,0.012787,true,true
1040,2546,456,0.242436,0.012324,6.513821,89.563213,0.010872,true,true
1039,2032,731,0.196799,0.012387,10.135501,141.937098,0.017230,true,true
1042,2375,280,0.225488,0.012617,3.951029,53.205380,0.006459,true,true
1043,2245,265,0.215673,0.012553,3.529746,47.329106,0.005745,true,true
1041,2655,507,0.242232,0.012364,6.920846,95.378948,0.011578,true,true
1044,1538,641,0.142224,0.011940,8.297851,116.472556,0.014138,true,true
1046,2621,499,0.243316,0.012391,6.725745,92.577179,0.011238,true,true
1047,1658,401,0.164023,0.012396,5.281497,73.083915,0.008872,true,true
1045,3025,570,0.285295,0.012373,7.876095,108.406115,0.013159,true,true
1048,1726,300,0.160741,0.012069,3.769408,51.536278,0.006256,true,true
1049,2600,678,0.236978,0.012056,8.609048,119.563631,0.014514,true,true
1050,2298,725,0.219628,0.012051,8.944603,124.603553,0.015125,true,true
1051,1709,353,0.157481,0.012113,5.091193,70.459574,0.008553,true,true
1053,2698,319,0.249008,0.012457,4.575721,61.790867,0.007501,true,true
1054,1803,498,0.167906,0.012514,7.234325,100.917305,0.012250,true,true
1052,2841,659,0.262587,0.012497,9.744263,135.410196,0.016437,true,true
1055,2181,658,0.201830,0.012558,9.099525,127.070206,0.015425,true,true
1058,1951,395,0.189092,0.012580,5.394369,74.337857,0.009024,true,true
1057,2092,495,0.204269,0.012589,7.023174,97.382486,0.011821,true,true
1056,3042,590,0.287099,0.012597,8.498347,117.266889,0.014235,true,true
1059,2733,367,0.259430,0.012390,5.182648,70.309703,0.008535,true,true
1061,2368,379,0.218998,0.012441,5.559432,76.268070,0.009258,true,true
1060,1872,716,0.181733,0.012468,9.950089,139.504339,0.016934,true,true
1063,2078,378,0.192329,0.012572,5.199201,71.504381,0.008680,true,true
1064,2941,567,0.268844,0.012553,8.032446,110.873944,0.013459,true,true
1062,1961,718,0.185487,0.012526,10.434389,146.367140,0.017767,true,true
1065,2963,297,0.280758,0.012656,4.740866,63.695908,0.007732,true,true
1066,2207,407,0.212435,0.012596,5.838572,80.348259,0.009753,true,true
1069,1892,287,0.178746,0.012457,3.741566,50.881524,0.006176,true,true
1067,2044,620,0.195189,0.012438,8.219111,114.591634,0.013910,true,true
1068,1636,562,0.156322,0.012315,7.238957,101.148887,0.012278,true,true
1071,1744,399,0.160768,0.012455,5.746273,79.767994,0.009683,true,true
1070,2462,511,0.224665,0.012481,7.379047,102.173509,0.012403,true,true
1072,1662,483,0.160233,0.012510,6.665264,92.899975,0.011277,true,true
1074,2856,342,0.267144,0.012567,4.895652,66.100881,0.008024,true,true
1073,2356,637,0.226408,0.012508,8.784590,122.221533,0.014836,true,true
1075,2066,332,0.199720,0.012254,4.409650,60.123066,0.007298,true,true
1076,1668,458,0.280043,0.012151,5.833210,79.306176,0.009627,true,true
1079,2480,307,0.292144,0.012558,4.381624,58.402887,0.007089,true,true
1077,2444,387,0.223059,0.012519,5.731317,78.664805,0.009549,true,true
1078,2215,381,0.211273,0.012531,5.446226,74.761671,0.009075,true,true
1080,2711,699,0.259060,0.012612,10.202976,142.011546,0.017239,true,true
1083,1975,447,0.185266,0.013012,6.700248,93.042091,0.011294,true,true
1084,2449,408,0.233187,0.013079,6.044748,82.996347,0.010075,true,true
1085,2804,507,0.370766,0.013020,7.191993,97.415641,0.011825,true,true
1082,2935,692,0.387422,0.012895,10.190707,140.003159,0.016995,true,true
1081,2344,764,0.220355,0.012832,11.170934,156.387960,0.018984,true,true
1086,2557,677,0.235191,0.012561,9.167870,127.569825,0.015486,true,true
1087,2517,318,0.236051,0.012394,4.636441,62.843069,0.007628,true,true
1088,2320,396,0.215248,0.012368,5.601232,76.918588,0.009337,true,true
1089,2852,511,0.261455,0.012288,6.769750,92.946593,0.011283,true,true
1090,2649,275,0.244899,0.012217,3.592383,47.806261,0.005803,true,true
1091,2996,623,0.272310,0.012145,8.057074,111.176157,0.013496,true,true
1092,2528,608,0.240199,0.012149,7.614650,105.316373,0.012784,true,true
1094,1904,282,0.177802,0.012237,3.798490,51.707950,0.006277,true,true
1095,1984,286,0.193792,0.012251,3.685449,49.865217,0.006053,true,true
1093,2564,585,0.233766,0.012122,7.670133,106.200614,0.012892,true,true
1096,2111,315,0.193348,0.011891,3.927190,53.323929,0.006473,true,true
1097,2502,622,0.228234,0.012167,8.506917,118.229944,0.014352,true,true
1100,3045,313,0.278675,0.012566,4.199205,55.990063,0.006797,true,true
1098,2012,419,0.186636,0.012500,5.950195,82.310819,0.009992,true,true
1099,2881,502,0.266890,0.012439,6.957474,95.549893,0.011599,true,true
1102,1891,436,0.180206,0.012230,5.700286,78.833639,0.009570,true,true
1101,1985,653,0.185490,0.012194,8.509832,118.882000,0.014431,true,true
1103,2187,623,0.204017,0.012170,7.773582,108.102855,0.013122,true,true
1104,1593,616,0.147131,0.011846,7.432714,104.047236,0.012630,true,true
1105,2690,401,0.245008,0.012032,5.234008,71.249166,0.008649,true,true
1108,1651,494,0.198095,0.012436,6.723995,93.197999,0.011313,true,true
1106,1921,760,0.181183,0.012364,10.286745,144.320049,0.017519,true,true
1110,2793,462,0.402805,0.012579,6.405866,85.731220,0.010407,true,true
1107,1895,758,0.174789,0.012441,10.344157,145.231277,0.017629,true,true
1109,1576,745,0.405005,0.012413,9.844529,134.808204,0.016364,true,true
1111,2233,437,0.214938,0.012153,5.513778,75.674056,0.009186,true,true
1112,2198,316,0.201110,0.012140,4.274436,58.172184,0.007061,true,true
1113,2737,401,0.376412,0.012117,5.461377,72.619659,0.008815,true,true
1114,2613,629,0.242197,0.011946,7.744550,107.142990,0.013006,true,true
1115,2301,661,0.210300,0.012141,8.597459,119.779105,0.014540,true,true
1116,2225,565,0.212979,0.012272,7.780694,108.076430,0.013119,true,true
1117,1858,703,0.176691,0.012476,10.211751,143.313196,0.017397,true,true
1122,3028,257,0.286838,0.013080,3.635271,47.819804,0.005805,true,true
1120,2742,435,0.255497,0.012926,6.416632,87.988717,0.010681,true,true
1118,2533,580,0.232353,0.012818,8.699735,120.924808,0.014679,true,true
1119,2686,621,0.247109,0.012779,8.971275,124.591994,0.015124,true,true
1121,3039,557,0.284808,0.012708,7.625757,104.837932,0.012726,true,true
1123,2709,656,0.246703,0.012039,8.578300,118.985624,0.014444,true,true
1124,2698,289,0.255529,0.012266,3.988387,53.309885,0.006471,true,true
1125,2187,482,0.201326,0.012345,6.778853,93.935307,0.011403,true,true
1127,3062,335,0.283627,0.012459,4.803627,64.551240,0.007836,true,true
1128,2190,427,0.207805,0.012419,5.846888,80.533160,0.009776,true,true
1126,1749,764,0.172503,0.012470,11.052540,155.380519,0.018861,true,true
1132,1757,257,0.172037,0.012747,3.657225,49.772847,0.006042,true,true
1129,1717,599,0.163285,0.012538,8.389776,117.484577,0.014261,true,true
1130,2079,470,0.192232,0.012600,6.639697,92.077856,0.011177,true,true
1131,1674,614,0.154981,0.012469,8.182213,114.638917,0.013916,true,true
1133,2433,685,0.229614,0.012373,8.692581,120.861737,0.014671,true,true
1134,2383,760,0.217617,0.012068,10.168385,142.109409,0.017251,true,true
1137,1686,290,0.159430,0.012571,3.992604,54.742513,0.006645,true,true
1136,2517,486,0.236495,0.012498,6.653724,91.646051,0.011125,true,true
1135,2255,640,0.217455,0.012420,8.738880,121.696596,0.014773,true,true
1138,2188,523,0.210938,0.012404,6.685701,92.467721,0.011225,true,true
1140,2304,420,0.218783,0.012112,5.535552,75.930109,0.009217,true,true
1139,1687,606,0.155518,0.012152,8.214226,115.088432,0.013970,true,true
1141,2656,351,0.244611,0.012300,4.803684,65.109253,0.007904,true,true
1143,2419,424,0.232696,0.012389,5.896987,80.893152,0.009820,true,true
1142,2792,750,0.256419,0.012328,10.135072,141.079514,0.017125,true,true
1144,2425,416,0.227758,0.012379,5.567492,76.258080,0.009257,true,true
1145,2214,466,0.246796,0.012331,5.980860,81.889601,0.009940,true,true
1146,2374,527,0.216814,0.012222,7.606385,105.532318,0.012810,true,true
1149,2274,259,0.215651,0.012691,4.027762,54.441724,0.006609,true,true
1147,2145,499,0.207091,0.012696,7.652251,106.326199,0.012907,true,true
1152,2133,339,0.195455,0.012777,4.677345,64.006991,0.007770,true,true
1151,1588,467,0.148127,0.012737,6.441988,89.884202,0.010911,true,true
1148,2340,758,0.218189,0.012649,10.702206,149.724879,0.018175,true,true
1150,2139,747,0.207382,0.012613,10.349548,144.842807,0.017582,true,true
1153,1772,571,0.170353,0.012500,7.523458,105.011531,0.012747,true,true
1154,2500,756,0.239066,0.012066,9.539399,132.820371,0.016123,true,true
1155,2078,349,0.194280,0.012064,4.605293,62.994773,0.007647,true,true
1156,2329,445,0.213188,0.012281,6.217975,85.755862,0.010410,true,true
1158,1627,525,0.152755,0.012349,6.813916,95.129702,0.011548,true,true
1157,2317,634,0.218175,0.012316,8.354568,116.197865,0.014105,true,true
1159,2075,487,0.191299,0.012320,6.423778,89.007596,0.010805,true,true
1160,2691,319,0.253812,0.012371,4.662010,62.954578,0.007642,true,true
1161,2962,355,0.277800,0.012368,4.860975,65.453462,0.007945,true,true
1162,2240,679,0.208367,0.012160,8.452940,117.742818,0.014293,true,true
1163,2743,488,0.249737,0.012076,6.343409,87.025265,0.010564,true,true
1164,2328,684,0.223128,0.012032,8.441227,117.364736,0.014247,true,true
1167,2344,291,0.218450,0.012572,4.324760,58.643237,0.007119,true,true
1165,2943,742,0.267581,0.012374,10.296317,143.222890,0.017386,true,true
1168,2594,406,0.247512,0.012647,5.593417,76.346217,0.009268,true,true
1169,2455,433,0.234156,0.012602,5.678215,77.747970,0.009438,true,true
1166,2018,743,0.190593,0.012466,10.115077,141.734035,0.017205,true,true
1170,1878,472,0.172559,0.011881,5.933347,82.271243,0.009987,true,true
1171,1794,299,0.171102,0.012123,4.307151,59.067941,0.007170,true,true
1173,2820,407,0.258321,0.012279,5.243774,71.198499,0.008643,true,true
1172,2935,701,0.268284,0.012222,9.269395,128.547125,0.015604,true,true
1174,2064,583,0.201127,0.011998,7.183881,99.722451,0.012105,true,true
1175,1673,345,0.154269,0.011991,4.493698,61.972467,0.007523,true,true
1176,2349,589,0.225100,0.012012,7.524947,104.250949,0.012655,true,true
1177,2600,725,0.246357,0.011982,9.235236,128.372431,0.015583,true,true
1179,1842,407,0.177874,0.012159,5.362802,74.047260,0.008989,true,true
1180,2729,358,0.254211,0.012215,4.614965,62.277032,0.007560,true,true
1178,1561,685,0.151687,0.012118,8.858457,124.343553,0.015094,true,true
1181,2688,359,0.244829,0.011943,4.520404,61.060550,0.007412,true,true
1182,2632,608,0.239833,0.011952,7.685132,106.328177,0.012907,true,true
1183,2076,648,0.201024,0.012517,9.422875,131.699567,0.015987,true,true
1187,2214,499,0.335824,0.012981,7.029121,95.588649,0.011603,true,true
1188,2509,531,0.396183,0.012968,7.269236,98.155798,0.011915,true,true
1185,2100,668,0.319957,0.012891,9.748497,134.651334,0.016345,true,true
1186,2782,667,0.265186,0.012894,9.429982,130.884736,0.015888,true,true
1184,2707,740,0.254890,0.012825,10.755452,149.961153,0.018204,true,true
1189,1577,601,0.150113,0.012107,7.843695,109.873969,0.013337,true,true
1191,2542,356,0.242066,0.012170,4.562495,61.701124,0.007490,true,true
1190,2156,574,0.201273,0.012099,7.365537,102.314639,0.012420,true,true
1192,2002,393,0.183623,0.012099,5.204185,71.699900,0.008704,true,true
1193,3059,709,0.280401,0.012161,9.090701,125.822099,0.015273,true,true
1194,2193,531,0.203888,0.012233,7.120456,98.777247,0.011990,true,true
1195,2774,347,0.262229,0.012243,4.678724,63.073075,0.007656,true,true
1196,1968,672,0.187124,0.012175,8.593033,120.046891,0.014572,true,true
1197,2593,638,0.242672,0.012320,9.240192,128.495831,0.015598,true,true
1200,2609,285,0.239312,0.012920,4.312828,58.174905,0.007062,true,true
1201,1947,315,0.188183,0.012895,4.462526,61.042961,0.007410,true,true
1202,2470,307,0.229501,0.012831,4.155721,56.071336,0.006806,true,true
1198,2591,418,0.242655,0.012809,6.497523,89.327330,0.010843,true,true
1199,2989,669,0.288041,0.012507,9.284343,128.478446,0.015596,true,true
1203,2979,459,0.270793,0.012275,6.744381,92.450936,0.011223,true,true
1205,1789,287,0.166926,0.012674,4.653726,64.077105,0.007778,true,true
1204,2486,662,0.232269,0.012559,9.806653,136.734174,0.016598,true,true
1208,2065,348,0.200889,0.012933,5.147708,70.646750,0.008576,true,true
1209,2327,306,0.215228,0.012947,4.410691,59.916447,0.007273,true,true
1207,2507,614,0.237229,0.012785,8.722804,121.184620,0.014710,true,true
1210,2707,475,0.258741,0.012727,6.291403,86.153962,0.010458,true,true
1206,2537,712,0.243374,0.012726,10.168917,141.749162,0.017207,true,true
1211,2861,486,0.260265,0.012045,6.559975,89.967734,0.010921,true,true
1213,2933,265,0.273483,0.012250,3.673663,48.558816,0.005895,true,true
1212,2087,675,0.192635,0.012210,9.196255,128.582957,0.015609,true,true
1214,1806,433,0.173393,0.012243,5.803928,80.411076,0.009761,true,true
1215,1553,485,0.147533,0.012354,6.954719,97.215129,0.011801,true,true
1216,2161,537,0.209175,0.012417,7.494441,104.042707,0.012630,true,true
1217,2307,613,0.215934,0.012475,8.413003,117.064394,0.014210,true,true
1218,1982,733,0.189787,0.012620,10.413353,146.005299,0.017723,true,true
1219,2602,662,0.238410,0.012641,9.342082,130.011828,0.015782,true,true
1220,1551,639,0.145835,0.012623,8.804102,123.650878,0.015010,true,true
1221,2752,545,0.259541,0.012623,7.480909,103.130163,0.012519,true,true
1223,2102,588,0.194806,0.012565,7.996490,111.417803,0.013525,true,true
1222,1757,749,0.171099,0.012517,10.152454,142.546224,0.017304,true,true
1225,2595,502,0.246995,0.012239,6.378850,87.570555,0.010630,true,true
1224,2070,561,0.201088,0.012235,7.289298,101.228492,0.012288,true,true
1226,2764,669,0.251610,0.012140,8.889575,123.360937,0.014975,true,true
1227,2930,399,0.274296,0.012279,5.423077,73.531034,0.008926,true,true
1228,2878,765,0.264924,0.012015,9.444575,131.096890,0.015914,true,true
1230,3044,292,0.283121,0.012236,4.090452,54.373457,0.006600,true,true
1229,2067,684,0.189422,0.012239,9.344081,130.739976,0.015870,true,true
1231,2707,450,0.254143,0.012418,6.360727,87.209653,0.010586,true,true
1232,2996,483,0.277158,0.012382,6.503722,88.923119,0.010794,true,true
1233,2843,743,0.269052,0.012112,9.520951,132.128686,0.016039,true,true
1235,1884,441,0.176348,0.012343,6.109735,84.736185,0.010286,true,true
1234,2911,623,0.271401,0.012295,8.594650,118.866399,0.014429,true,true
1236,2500,387,0.228477,0.012385,5.283482,72.191786,0.008763,true,true
1237,3021,443,0.282744,0.012020,5.595373,75.870978,0.009210,true,true
1238,2223,347,0.203341,0.012206,5.007729,68.612664,0.008329,true,true
1239,1993,570,0.190921,0.012286,7.579878,105.523546,0.012809,true,true
1240,2214,636,0.206064,0.012315,8.449965,117.733202,0.014292,true,true
1241,2138,730,0.207403,0.012285,9.390875,131.151461,0.015920,true,true
1242,2499,310,0.237356,0.012163,3.995734,53.674337,0.006515,true,true
1243,2731,328,0.248666,0.012160,4.668826,63.125418,0.007663,true,true
1246,2382,311,0.228635,0.012375,4.064872,54.786264,0.006650,true,true
1245,2930,646,0.267066,0.012331,8.437877,116.689400,0.014165,true,true
1244,1934,768,0.183463,0.012278,10.254533,143.827476,0.017459,true,true
1247,1844,396,0.176237,0.011886,4.871054,67.047857,0.008139,true,true
1248,2237,675,0.204590,0.011902,8.226808,114.567303,0.013907,true,true
1249,2473,402,0.225647,0.012135,5.364579,73.390374,0.008909,true,true
1250,3001,440,0.279868,0.012163,5.850561,79.556460,0.009657,true,true
1251,2534,596,0.232576,0.012084,7.739798,107.212512,0.013014,true,true
1252,1898,576,0.176286,0.012202,7.666396,106.968133,0.012985,true,true
1254,1881,418,0.180970,0.012245,5.702899,78.860048,0.009573,true,true
1255,1716,388,0.160907,0.012309,5.651219,78.408513,0.009518,true,true
1253,1545,718,0.151138,0.012321,10.042806,141.265380,0.017148,true,true
1258,2629,460,0.455465,0.012553,6.362010,84.352845,0.010239,true,true
1256,2833,695,0.258983,0.012489,9.539409,132.536074,0.016088,true,true
1257,2513,648,0.231500,0.012483,8.691794,120.823568,0.014667,true,true
1259,1564,585,0.144699,0.012487,8.386270,117.699936,0.014287,true,true
1260,2623,451,0.244583,0.012667,6.655039,91.549327,0.011113,true,true
1261,1544,510,0.327042,0.012651,7.333688,100.063661,0.012147,true,true
1262,2241,575,0.215594,0.012628,7.826492,108.693129,0.013194,true,true
1263,2321,569,0.216494,0.012622,7.536351,104.536707,0.012690,true,true
1264,1629,561,0.162876,0.012589,7.212774,100.681354,0.012222,true,true
1266,2942,393,0.278790,0.012375,5.361380,72.585745,0.008811,true,true
1265,2469,601,0.225290,0.012258,8.434527,117.238165,0.014231,true,true
1267,2539,623,0.233215,0.012553,9.073103,126.244650,0.015325,true,true
1271,2992,294,0.273358,0.012843,4.295506,57.441308,0.006973,true,true
1269,1995,390,0.302712,0.012747,5.938224,80.482156,0.009770,true,true
1270,1580,429,0.153169,0.012706,6.122505,85.249579,0.010348,true,true
1268,1873,669,0.184113,0.012584,9.705791,135.981457,0.016507,true,true
1272,2847,517,0.262186,0.012570,7.004157,96.283770,0.011688,true,true
1273,2812,305,0.259892,0.012230,4.128487,55.248376,0.006707,true,true
1274,1634,366,0.155182,0.011949,4.662122,64.364733,0.007813,true,true
1275,1576,305,0.155481,0.011895,3.771533,51.641748,0.006269,true,true
1277,2656,514,0.247636,0.012323,6.996497,96.382166,0.011700,true,true
1276,2389,710,0.218152,0.012287,9.861866,137.724299,0.016718,true,true
1278,1849,466,0.170440,0.012431,6.470835,89.977519,0.010922,true,true
1279,2826,265,0.258419,0.012445,3.806820,50.675601,0.006151,true,true
1280,2891,359,0.271334,0.012238,4.843924,65.302293,0.007927,true,true
1281,2088,396,0.201426,0.012199,5.521290,75.974306,0.009222,true,true
1282,1750,376,0.170407,0.012258,5.107256,70.504372,0.008558,true,true
1284,1945,525,0.179312,0.012219,6.761202,93.997616,0.011410,true,true
1283,1753,765,0.164502,0.012186,9.832183,138.066580,0.016760,true,true
1285,1949,622,0.186139,0.012196,8.418458,117.567812,0.014271,true,true
1286,2140,420,0.206595,0.012371,5.997031,82.694673,0.010038,true,true
1287,2552,468,0.305290,0.012368,6.455486,87.832487,0.010662,true,true
1289,1562,347,0.147031,0.012224,4.376411,60.400830,0.007332,true,true
1288,2520,594,0.234532,0.012157,7.587840,105.014424,0.012748,true,true
1291,1720,332,0.165554,0.012098,4.170036,57.189019,0.006942,true,true
1290,2711,761,0.246881,0.012163,10.186153,141.945226,0.017231,true,true
1292,1743,518,0.164403,0.012244,6.871248,95.782124,0.011627,true,true
1294,1638,358,0.152972,0.012236,4.521200,62.383753,0.007573,true,true
1293,2471,559,0.230949,0.012199,7.338270,101.501435,0.012321,true,true
1295,1616,553,0.154767,0.012183,7.308708,102.167229,0.012402,true,true
1297,1773,353,0.171135,0.012279,4.493455,61.728143,0.007493,true,true
1296,2922,576,0.271268,0.012198,7.448266,102.496504,0.012442,true,true
1298,1629,265,0.150343,0.011849,3.278551,44.674722,0.005423,true,true
1299,2894,430,0.263209,0.012135,5.691286,77.519726,0.009410,true,true
1300,2432,530,0.233381,0.012099,6.633574,91.402757,0.011095,true,true
1301,1726,637,0.158998,0.011933,8.149258,114.110903,0.013852,true,true
1302,1910,372,0.176835,0.012121,4.898958,67.437831,0.008186,true,true
1303,2470,534,0.227515,0.012065,6.926362,95.667909,0.011613,true,true
1304,2948,745,0.270316,0.012217,9.889678,137.376510,0.016676,true,true
1306,2961,316,0.272129,0.012509,4.212578,56.274543,0.006831,true,true
1305,2864,426,0.268054,0.012381,5.799121,78.990548,0.009589,true,true
1307,1862,362,0.171132,0.012026,4.762588,65.571730,0.007960,true,true
1308,2745,750,0.254281,0.012233,10.161197,141.483144,0.017174,true,true
1310,2313,623,0.222711,0.012586,8.549573,118.917994,0.014435,true,true
1311,2937,389,0.277498,0.012669,5.424381,73.503925,0.008923,true,true
1309,2925,704,0.273990,0.012549,9.805384,136.120216,0.016523,true,true
1312,2535,371,0.233565,0.012484,4.852802,65.968471,0.008008,true,true
1313,2438,303,0.222524,0.012428,4.503384,61.136037,0.007421,true,true
1315,2924,485,0.490602,0.012368,6.476534,85.486589,0.010377,true,true
1314,2877,577,0.266116,0.012309,7.622087,105.052459,0.012752,true,true
1317,2945,353,0.268769,0.012523,5.629560,76.558796,0.009293,true,true
1316,2907,602,0.264369,0.012401,8.938044,123.870921,0.015037,true,true
1320,2679,311,0.244812,0.012819,4.389334,59.188945,0.007185,true,true
1318,3024,510,0.280660,0.012714,7.430104,102.102988,0.012394,true,true
1319,2895,650,0.268054,0.012564,9.008944,124.830841,0.015153,true,true
1321,1857,736,0.376398,0.012490,9.728393,133.558182,0.016212,true,true
1322,1874,332,0.174903,0.012182,4.207268,57.587213,0.006990,true,true
1324,2105,307,0.196357,0.012207,4.359313,59.452221,0.007217,true,true
1323,2192,502,0.200575,0.012178,6.922035,95.990848,0.011652,true,true
1326,2017,336,0.193358,0.012600,5.344475,73.564389,0.008930,true,true
1329,2554,274,0.238479,0.013018,4.151730,55.886109,0.006784,true,true
1325,2663,643,0.246552,0.012668,9.636329,134.097760,0.016278,true,true
1330,2380,292,0.223506,0.012994,4.146849,56.030241,0.006801,true,true
1331,1536,349,0.145490,0.012554,4.514358,62.392891,0.007574,true,true
1327,2709,714,0.249601,0.012660,10.356454,144.338481,0.017521,true,true
1328,2556,713,0.237412,0.012659,10.098217,140.824613,0.017095,true,true
1332,2803,567,0.263370,0.011974,7.040418,96.784716,0.011749,true,true
1333,2687,467,0.244740,0.012069,6.246091,85.706786,0.010404,true,true
1335,1647,484,0.160578,0.012136,6.022415,83.714365,0.010162,true,true
1334,2470,605,0.234453,0.012141,7.921941,109.786940,0.013327,true,true
1336,2215,740,0.204870,0.012590,11.698860,164.148535,0.019926,true,true
1338,2885,483,0.475667,0.013443,8.472460,114.204197,0.013863,true,true
1340,2301,364,0.211277,0.013904,6.565286,90.743191,0.011015,true,true
1339,2263,554,0.468367,0.013482,9.441105,128.141916,0.015555,true,true
1343,2787,456,0.264758,0.013822,7.162304,98.505574,0.011957,true,true
1346,2384,303,0.230873,0.013791,4.395882,59.481539,0.007220,true,true
1337,2280,719,0.208733,0.013408,11.817097,165.781951,0.020124,true,true
1344,2340,476,0.219436,0.013751,7.145527,98.913229,0.012007,true,true
1342,3004,675,0.281909,0.013422,10.190326,141.504570,0.017177,true,true
1341,1872,760,0.227101,0.013304,11.459915,160.418620,0.019473,true,true
1345,1926,602,0.177517,0.013119,8.279507,115.706538,0.014045,true,true
1347,2912,382,0.264815,0.011963,4.822535,65.089936,0.007901,true,true
1349,2568,393,0.239453,0.012172,5.010969,68.143211,0.008272,true,true
1348,2458,724,0.224308,0.012062,9.179023,127.884516,0.015524,true,true
1350,1544,305,0.142759,0.011910,3.984459,54.864269,0.006660,true,true
1351,2422,750,0.224264,0.011958,9.354810,130.395612,0.015829,true,true
1352,1898,433,0.177498,0.011941,5.501358,76.031372,0.009229,true,true
1353,1798,362,0.165815,0.012119,5.004659,69.104742,0.008389,true,true
1354,2765,585,0.259442,0.012181,7.585171,104.620566,0.012700,true,true
1355,2323,684,0.217981,0.012103,8.484467,118.055761,0.014331,true,true
1356,2954,510,0.268562,0.012343,7.191881,98.873646,0.012002,true,true
1358,1809,397,0.166517,0.012487,5.381194,74.472098,0.009040,true,true
1357,2238,557,0.209424,0.012396,7.537999,104.661218,0.012705,true,true
1359,2969,562,0.280424,0.012298,7.421613,101.985105,0.012380,true,true
1360,2657,577,0.244558,0.012192,7.766583,107.423921,0.013040,true,true
1361,2669,478,0.246823,0.012407,6.685908,91.958175,0.011163,true,true
1362,2814,553,0.267869,0.012391,7.372865,101.468224,0.012317,true,true
1363,2913,391,0.270997,0.012257,5.051215,68.267493,0.008287,true,true
1364,2867,438,0.260800,0.012123,5.827503,79.499474,0.009650,true,true
1365,2957,586,0.273894,0.012214,7.889599,108.761780,0.013202,true,true
1366,2257,747,0.214492,0.012294,9.889348,138.169034,0.016772,true,true
1367,2902,683,0.271034,0.012319,8.912257,123.407461,0.014980,true,true
1368,2629,548,0.246525,0.012269,6.957430,95.840116,0.011634,true,true
1369,2401,269,0.219223,0.012020,4.130636,55.859868,0.006781,true,true
1371,2908,313,0.268020,0.012383,4.410470,59.159371,0.007181,true,true
1372,3072,420,0.284709,0.012313,5.443808,73.678382,0.008944,true,true
1370,1587,646,0.152694,0.012200,8.565202,120.141127,0.014584,true,true
1375,2644,289,0.241601,0.012510,4.069068,54.661019,0.006635,true,true
1373,2935,512,0.266867,0.012470,7.523184,103.629279,0.012579,true,true
1376,2462,360,0.233104,0.012580,5.014604,68.285806,0.008289,true,true
1374,1663,558,0.155651,0.012461,7.827605,109.565091,0.013300,true,true
1377,2919,485,0.270163,0.012277,6.726001,92.197428,0.011192,true,true
1379,2961,550,0.275565,0.012414,7.508771,103.299216,0.012539,true,true
1378,2685,654,0.250348,0.012400,9.034475,125.448317,0.015228,true,true
1380,1632,646,0.155220,0.012328,8.374129,117.376290,0.014248,true,true
1381,2939,576,0.276359,0.012285,7.340332,100.882356,0.012246,true,true
1382,1646,269,0.151860,0.011851,3.327840,45.356962,0.005506,true,true
1383,1951,709,0.179073,0.011970,8.911711,124.712987,0.015139,true,true
1384,2833,632,0.267387,0.012147,8.173765,112.912956,0.013706,true,true
1385,2655,457,0.246096,0.012137,5.957917,81.571948,0.009902,true,true
1387,2934,332,0.271707,0.012433,4.781102,64.399802,0.007817,true,true
1386,1932,557,0.179431,0.012318,7.854683,109.612192,0.013306,true,true
1388,1891,378,0.180579,0.012463,5.265198,72.614720,0.008815,true,true
1389,2413,541,0.226872,0.012374,7.735923,107.238636,0.013018,true,true
1390,1802,420,0.177317,0.012326,6.003356,83.203111,0.010100,true,true
1391,2058,261,0.189971,0.012439,3.896695,52.936658,0.006426,true,true
1393,2196,308,0.346477,0.012363,4.141943,54.204002,0.006580,true,true
1392,2989,414,0.281445,0.012292,5.815298,79.030345,0.009593,true,true
1394,2816,564,0.261531,0.012420,7.947415,109.764029,0.013324,true,true
1397,1912,325,0.185645,0.012610,4.271434,58.350182,0.007083,true,true
1396,2985,581,0.275138,0.012526,7.886936,108.705984,0.013196,true,true
1395,2708,622,0.256010,0.012502,8.637624,119.699929,0.014530,true,true
1399,2362,350,0.227068,0.012325,4.905069,66.807707,0.008110,true,true
1398,1862,681,0.172146,0.012210,9.067639,127.038769,0.015421,true,true
1401,2137,479,0.207279,0.012295,6.084330,83.931636,0.010188,true,true
1400,1972,595,0.184665,0.012281,7.675067,106.972310,0.012985,true,true
1402,2802,742,0.255001,0.011953,9.111975,126.488671,0.015354,true,true
1403,2865,265,0.260622,0.012336,3.981886,53.144302,0.006451,true,true
1405,2851,505,0.263193,0.012277,6.451038,88.370154,0.010727,true,true
1404,2244,712,0.215095,0.012199,9.148295,127.577270,0.015486,true,true
1406,2933,584,0.266689,0.012607,8.878408,122.986111,0.014929,true,true
1408,3018,545,0.279251,0.012969,8.399148,115.962277,0.014077,true,true
